contract_id,contract_start_date,annual_amount,ejari_property_sub_type_en,area_name_en
CNT2132778799,2025-08-01,1404000,Room in labor Camp,Jabal Ali Industrial First
CNT2129273569,2025-03-03,51999,1bed room+Hall,Jabal Ali First
CRT2133556576,2025-11-25,135000,2 bed rooms+hall,Marsa Dubai
CRT2130891136,2025-03-01,52000,1bed room+Hall,Me'Aisem First
CNT2129902721,2025-03-01,55000,1bed room+Hall,Al Raffa
CNT2134237815,2026-01-14,25000,Shop,Al Ttay
CNT2134053264,2025-12-31,33000,Studio,Al Suq Al Kabeer
CNT2130483081,2025-04-08,44583,1bed room+Hall,Al Nahda First
CNT2131355186,2025-06-15,1287600,Room in labor Camp,Jabal Ali Industrial First
CNT2131066409,2025-03-01,126000,Room in labor Camp,Muhaisanah Second
CNT2129270666,2025-02-10,60000,Studio,Al Barsha South Fourth
CNT2130392998,2025-06-20,370000,5 bed rooms+hall,Um Suqaim Second
CNT2133294083,2025-11-15,115000,4 bed rooms+hall,Mirdif
CRT2132231276,2025-08-01,300000,4 bed rooms+hall,Marsa Dubai
CNT2131563741,2025-05-10,48000,Room in labor Camp,Jabal Ali Industrial First
CNT2131343497,2025-05-09,110000,Shop,Nad Al Hamar
CNT2131059859,2025-05-05,247824,Shop,Al Warsan First
CNT2130910187,2025-05-14,15000,Office,Mankhool
CNT2132913506,2025-10-07,40000,Studio,Al Rega
CNT2132142004,2025-08-15,102000,Office,Al Rega
CNT2131917837,2025-07-15,38000,Studio,Wadi Al Safa 5
CNT2132719497,2025-08-12,49500,1bed room+Hall,Al Warqa First
CNT2133064915,2025-10-17,10000,Office,Oud Metha
CRT2131336785,2025-07-21,200000,2 bed rooms+hall,Marsa Dubai
CNT2130298335,2025-03-25,45000,Studio,Warsan Fourth
CNT2131706025,2025-06-07,145000,Shop,Um Suqaim Second
CNT2133937170,2026-01-01,30500,Shop,Al Mararr
CNT2127995072,2025-01-15,52000,Shop,Al Karama
CNT2133001893,2025-10-17,70000,Studio,Business Bay
CRT2129273006,2025-02-20,87000,2 bed rooms+hall,Al Yelayiss 2
CNT2127615970,2025-02-09,85000,2 bed rooms+hall,Jabal Ali First
CNT2132759796,2025-09-25,46000,Office,Naif
CNT2134031966,2025-11-18,595200,Room in labor Camp,Muhaisanah Second
CNT2132952861,2025-10-28,573000,Room in labor Camp,Saih Shuaib 3
CNT2133751571,2025-12-06,15000,Office,Al Barsha First
CNT2131670735,2025-07-04,55000,2 bed rooms+hall,Al Nahda Second
CNT2132171429,2025-08-08,10000,Office,Port Saeed
CNT2133779492,2025-12-15,921600,Room in labor Camp,Jabal Ali Industrial First
CNT2131071557,2025-05-26,65000,2 bed rooms+hall,Al Warqa First
CNT2133138675,2025-10-22,15000,Office,Al Goze Third
CNT2130311491,2025-01-01,95000,Shop,Al Mararr
CNT2128549180,2025-01-27,15000,Office,Al Baraha
CNT2131266259,2025-06-11,21000,Office,Port Saeed
CNT2127134336,2025-01-01,109975,Duplex,Al Raffa
CNT2133343559,2025-12-02,247000,4 bed rooms+hall,Jabal Ali First
CNT2133351425,2025-09-28,55000,1bed room+Hall,Nadd Hessa
CRT2130546606,2025-03-26,108000,Office,Business Bay
CNT2130456036,2025-04-10,15000,Office,Al Barsha First
CNT2130822755,2025-07-01,33000,Studio,Al Nahda First
CRT2133694248,2025-12-06,178500,3 bed rooms+hall,Al Khairan First
CNT2133053402,2025-09-28,71400,2 bed rooms+hall,Al Barshaa South Third
CNT2129044591,2025-01-01,45000,Shop,Al Suq Al Kabeer
CNT2132415240,2025-08-27,155000,1bed room+Hall,Um Suqaim Third
CNT2130465400,2025-04-11,15000,Office,Business Bay
CNT2127544256,2025-01-08,82000,1bed room+Hall,Mankhool
CNT2130802909,2025-05-20,54603,2 bed rooms+hall,Al Goze Industrial Second
CNT2132027822,2025-07-29,15000,Office,Al Muteena
CNT2131746916,2025-07-12,47000,1bed room+Hall,Al Nahda Second
CNT2130352967,2025-04-02,55440,Room in labor Camp,Saih Shuaib 3
CNT2130853588,2025-05-09,15000,Office,Business Bay
CRT2130150136,2025-03-10,130000,Office,Al Thanyah Fifth
CNT2133506281,2025-11-01,33600,1bed room+Hall,Dubai Investment Park First
CNT2133893608,2025-11-14,55000,1bed room+Hall,Al Karama
CNT2133510100,2025-11-18,78719,2 bed rooms+hall,Al Hamriya
CNT2129916258,2025-02-25,20000,Office,Hor Al Anz
CRT2131942756,2025-08-01,28750,Studio,Al Hebiah Fourth
CNT2131215121,2025-06-03,58000,1bed room+Hall,Jabal Ali First
CNT2133073670,2025-10-22,50000,Studio,Jabal Ali Industrial Second
CNT2133542821,2025-11-18,36000,Office,Burj Khalifa
CNT2132518201,2025-08-01,54450,1bed room+Hall,Al Barsha First
CNT2133567543,2025-11-20,54000,Studio,Al Merkadh
CNT2130329880,2025-03-28,15000,Office,Al Khabeesi
CNT2130181110,2025-03-17,270000,2 bed rooms+hall,Zaabeel Second
CNT2130499784,2025-04-28,35076,1bed room+Hall,Al Warsan First
CNT2132051829,2025-07-30,15000,Shop,Al Mararr
CNT2130797794,2025-02-01,159600,Office,Al Nahda First
CRT2133192646,2025-10-27,40000,1bed room+Hall,Abu Hail
CNT2127658758,2025-01-30,15000,Office,Port Saeed
CNT2129920793,2025-02-25,37804,Shop,Al Warsan First
CNT2133116892,2025-10-21,25000,Office,Al Mararr
CNT2133058058,2025-07-27,24000,Room in labor Camp,Jabal Ali Industrial First
CNT2132188472,2025-08-01,45000,1bed room+Hall,Al Raffa
CNT2132619040,2025-09-07,218880,Room,Saih Shuaib 4
CNT2132799261,2025-09-12,55000,1bed room+Hall,Al Barsha South Fourth
CNT2132428683,2025-09-03,57750,1bed room+Hall,Mankhool
CNT2132180246,2025-07-10,49000,1bed room+Hall,Dubai Investment Park First
CNT2134269951,2026-01-01,180500,Office,Al Rega
CNT2133198140,2025-09-01,38000,Office,Al Barsha First
CNT2132851148,2025-09-05,35000,Studio,Al Mararr
CNT2129056087,2025-02-01,27300,Studio,Al Warsan First
CNT2132369521,2025-08-20,22000,Office,Al Garhoud
CNT2130753369,2025-05-02,15000,Office,Al Muteena
CNT2132814813,2025-10-01,52000,Studio,Jabal Ali First
CRT2132068986,2025-08-01,55000,Studio,Al Merkadh
CNT2133145954,2025-11-20,68000,2 bed rooms+hall,Mankhool
CNT2129119978,2025-01-01,150000,Warehouse,Um Ramool
CNT2133737667,2025-09-15,1542240,Room in labor Camp,Al Goze Third
CNT2133143335,2025-09-01,165000,2 bed rooms+hall,Burj Khalifa
CRT2133192166,2025-10-28,68000,Studio,Al Merkadh
CNT2133799501,2025-12-25,63825,Studio,Al Barsha South Fourth
CNT2130031341,2025-03-05,80000,2 bed rooms+hall,Al Murqabat
CNT2132952397,2025-09-30,74000,Studio,Al Barsha South Fifth
CRT2130843186,2025-05-01,125000,3 bed rooms+hall,Madinat Hind 4
CNT2133014265,2025-10-15,48000,Office,Al Karama
CNT2130165995,2025-03-14,16000,Office,Oud Metha
CNT2132281922,2025-09-12,63000,2 bed rooms+hall,AL QUSAIS
CNT2133985900,2025-12-20,150000,2 bed rooms+hall,Burj Khalifa
CNT2131578241,2025-04-06,1620000,Room in labor Camp,Jabal Ali Industrial First
CRT2133917036,2025-12-17,80000,1bed room+Hall,Al Barshaa South Third
CNT2133616475,2025-12-20,37000,1bed room+Hall,Al Qusais Industrial Fifth
CNT2132305068,2025-08-01,65000,2 bed rooms+hall,Al Suq Al Kabeer
CNT2128311441,2025-02-05,33500,Studio,Muhaisanah Fourth
CNT2127442629,2025-01-05,20000,Office,Al Khabeesi
CNT2132910395,2025-10-06,15000,Office,Al Goze First
CNT2130719900,2025-05-01,70000,1bed room+Hall,Oud Metha
CNT2130774347,2025-02-04,127112,,Ras Al Khor Industrial Second
CNT2132942056,2025-10-08,19000,Office,Al Baraha
CNT2129914068,2025-01-01,55000,Office,Al Garhoud
CNT2134204687,2025-12-31,44500,1bed room+Hall,AL TWAR FIFTH
CNT2132336640,2025-08-21,10000,Office,Mankhool
CNT2131840965,2025-08-01,4792500,Studio,Madinat Hind 3
CNT2130885560,2025-04-01,768000,Labor Camp,Jabal Ali Industrial First
CNT2133244405,2025-10-31,86835,Shop,Al Warsan First
CNT2130544723,2025-04-01,70000,Warehouse,Al Warsan Third
CNT2132593820,2025-09-11,25000,Office,Al Goze Industrial First
CNT2130700109,2025-04-29,15000,Office,Jabal Ali Industrial First
CNT2133619418,2025-11-12,77000,1bed room+Hall,Al Satwa
CNT2129362681,2025-02-17,63000,1bed room+Hall,Jabal Ali First
CNT2130071894,2025-03-07,65000,1bed room+Hall,Al Barsha South Fourth
CRT2132983066,2025-10-03,95000,1bed room+Hall,Al Thanyah Fifth
CNT2128824158,2025-02-01,160000,Office,Al Dhagaya
CNT2127595104,2025-01-01,45000,1bed room+Hall,Al Rega
CRT2133004166,2025-07-29,80000,1bed room+Hall,Al Barshaa South Third
CNT2132583155,2025-10-01,56000,Studio,Al Barsha South Fourth
CNT2131897309,2025-07-12,44471,Room in labor Camp,Al Goze Industrial Second
CRT2132908076,2025-11-01,200000,Office,Al Thanyah Fifth
CNT2131987931,2025-07-25,15000,Office,Al Khabeesi
CNT2133602075,2025-10-17,103758,Shop,Al Warsan First
CNT2131138235,2025-06-01,41800,Studio,Al Merkadh
CNT2132553663,2025-09-09,15000,Office,Business Bay
CNT2133006129,2025-05-15,4669000,Studio,Madinat Hind 3
CNT2132070092,2025-07-15,315000,5 bed rooms+hall,Al Saffa Second
CNT2129856884,2025-02-01,4860000,Labor Camp,Muhaisanah Second
CNT2133560033,2025-10-15,72000,1bed room+Hall,Al Barsha First
CNT2134143168,2026-01-08,15000,Office,Business Bay
CNT2132968282,2025-03-02,51600,Room in labor Camp,Al Goze Industrial Second
CRT2131334926,2025-07-01,80000,2 bed rooms+hall,Al Hebiah Fifth
CNT2133022726,2025-08-01,101554,Room in labor Camp,Muhaisanah Second
CNT2133719634,2025-12-04,20000,Office,Al Mararr
CNT2133594837,2025-11-25,58000,1bed room+Hall,Al Barshaa South Third
CNT2133433024,2025-11-10,10000,Office,Al Wasl
CNT2130093586,2025-01-01,4552209,Hotel,Port Saeed
CRT2130734676,2025-04-01,42000,Studio,Dubai Investment Park First
CNT2132537610,2025-09-05,97200,Room in labor Camp,Muhaisanah Second
CRT2132858526,2025-10-02,150000,2 bed rooms+hall,Al Khairan First
CNT2133888739,2025-12-25,49600,1bed room+Hall,Al Raffa
CNT2133124170,2025-10-14,43725,Office,Al Nahda First
CNT2133300065,2025-11-10,68000,2 bed rooms+hall,Al Nahda Second
CNT2130896355,2025-05-13,16000,Office,Al Garhoud
CRT2131053316,2025-05-31,87000,1bed room+Hall,Al Barsha South Fourth
CNT2127751893,2025-01-16,130000,Office,Al Sabkha
CNT2125559223,2025-01-01,710000,2 bed rooms+hall,Al Thanyah First
CNT2131819280,2025-06-23,55200,2 bed rooms+hall,Wadi Al Safa 5
CNT2132646860,2025-09-16,20000,Office,Saih Shuaib 2
CNT2131880791,2025-07-17,20000,Office,Al Baraha
CRT2130976516,2025-06-01,65000,3 bed rooms+hall,Madinat Hind 4
CRT2134334046,2025-11-26,17600,Studio,Al Warsan First
CNT2134292259,2026-01-18,92500,1bed room+Hall,Al Thanyah Fifth
CNT2131859627,2025-07-27,36300,Studio,Al Barsha First
CNT2132156106,2025-02-26,422400,Room in labor Camp,Al Goze Fourth
CNT2134259316,2026-01-19,56595,2 bed rooms+hall,Al Goze Industrial Second
CNT2131764939,2025-07-09,15000,Office,Dubai Investment Park First
CRT2132778826,2025-08-01,55000,Studio,Nadd Hessa
CNT2128311778,2025-02-01,6988800,Room in labor Camp,Jabal Ali Industrial First
CRT2133090486,2025-10-20,15000,Office,Port Saeed
CNT2132021699,2025-08-01,57000,1bed room+Hall,Warsan Fourth
CRT2132324876,2025-08-20,53000,1bed room+Hall,Al Barsha South Fourth
CNT2131508595,2025-06-27,39000,Studio,Saih Shuaib 2
CNT2134219503,2026-02-20,88000,Shop,Eyal Nasser
CNT2133825432,2025-12-25,84000,Office,Trade Center First
CNT2132880565,2025-09-01,2354090,1bed room+Hall,Al Hebiah Fifth
CNT2132081993,2025-08-13,110000,2 bed rooms+hall,Jabal Ali First
CNT2132854980,2025-03-05,729647,Office,Hadaeq Sheikh Mohammed Bin Rashid
CNT2134247274,2026-01-01,1584000,Room in labor Camp,Muhaisanah Second
CNT2133300274,2025-11-03,19000,Office,Al Baraha
CNT2134166230,2026-01-01,72000,3 bed rooms+hall,Al Murqabat
CNT2132857691,2025-10-01,48500,1bed room+Hall,Al Hamriya
CRT2132417106,2025-06-11,78750,2 bed rooms+hall,Al Barsha South Fourth
CNT2134126782,2025-12-15,348000,Room in labor Camp,Al Goze Industrial Second
CNT2134281153,2026-02-14,125000,2 bed rooms+hall,Trade Center Second
CRT2132945446,2025-10-11,65000,Studio,Marsa Dubai
CNT2132514758,2025-06-01,27000,Office,Naif
CNT2132961485,2025-09-21,47000,2 bed rooms+hall,Al Warsan First
CRT2128953636,2025-01-22,82500,1bed room+Hall,Al Thanyah Third
CRT2133729256,2025-12-15,50000,Studio,Al Barshaa South Third
CRT2133440136,2025-11-01,311387,Office,Al Thanyah First
CNT2132661789,2025-05-20,43000,1bed room+Hall,Al Nahda Second
CNT2129903487,2025-01-22,172700,4 bed rooms+hall,Nadd Hessa
CNT2130195127,2025-03-01,27000,Room in labor Camp,Dubai Investment Park Second
CNT2132134735,2025-10-10,66000,2 bed rooms+hall,Al Mamzer
CNT2133489322,2025-06-25,110000,2 bed rooms+hall,Al Barsha South Fourth
CNT2129447253,2025-02-11,28800,Room in labor Camp,Muhaisanah Second
CNT2131350670,2025-07-06,50000,1bed room+Hall,Warsan Fourth
CNT2131360928,2025-06-23,208375,4 bed rooms+hall,Jumeirah Third
CNT2133638355,2025-12-01,68000,1bed room+Hall,Al Thanyah First
CRT2130664846,2025-04-01,50600,2 bed rooms+hall,Wadi Al Safa 2
CNT2134164837,2025-06-25,343200,Room in labor Camp,Dubai Investment Park Second
CNT2134328060,2026-01-20,6000,Room in labor Camp,Jabal Ali Industrial First
CNT2131881023,2025-06-10,70750,Shop,Al Suq Al Kabeer
CNT2130606544,2025-04-01,60000,2 bed rooms+hall,Al Nahda Second
CNT2130626640,2025-02-22,125000,3 bed rooms+hall,Al Murqabat
CNT2133470691,2025-11-22,164543,2 bed rooms+hall,Al Khairan First
CNT2130963355,2025-05-19,15000,Office,Hor Al Anz
CNT2130245444,2025-03-01,2575200,Staff Accommodatoion,Al Goze Fourth
CNT2126813762,2025-01-01,35000,1bed room+Hall,Hor Al Anz
CRT2131290346,2025-05-16,75000,Shop,Jabal Ali First
CNT2130556090,2025-03-17,242581,Room in labor Camp,Jabal Ali Industrial First
CNT2133676839,2025-12-01,120000,,Um Ramool
CRT2129735676,2025-02-15,95000,3 bed rooms+hall,Madinat Al Mataar
CNT2133247131,2025-10-30,15000,Office,Saih Shuaib 3
CNT2130650720,2025-05-05,180000,3 bed rooms+hall,Wadi Al Safa 5
CNT2130100393,2025-02-01,920419,Shop,Jumeirah Third
CNT2132746982,2025-09-15,300000,Shop,Nad Al Hamar
CNT2130403327,2025-04-23,60000,2 bed rooms+hall,Al Goze Industrial Second
CNT2133856458,2025-12-01,162384,,Um Ramool
CNT2132665384,2025-09-17,15000,Office,Al Goze Industrial First
CNT2133660263,2025-11-15,109148,3 bed rooms+hall,Mankhool
CNT2131693178,2025-05-10,785232,Shop,Al Goze Industrial First
CNT2130641977,2025-04-24,15000,Office,Al Khabeesi
CNT2133139421,2025-10-01,510433,Office,Al Ras
CNT2132213199,2025-09-12,90999,2 bed rooms+hall,Jabal Ali First
CNT2133740341,2025-11-19,54023,1bed room+Hall,Al Murqabat
CNT2125748663,2025-01-20,33600,1bed room+Hall,Al Baraha
CNT2133174949,2025-10-11,471909,3 bed rooms+hall,Al Satwa
CNT2132633255,2025-09-15,35000,Office,Mankhool
CNT2131683184,2025-06-15,45000,1bed room+Hall,Dubai Investment Park First
CNT2131302940,2025-06-08,36000,Studio,Jabal Ali First
CNT2134010788,2026-01-10,47000,1bed room+Hall,Nadd Hessa
CNT2131695969,2025-08-01,51000,2 bed rooms+hall,Al Nahda Second
CNT2131210138,2025-05-29,220000,3 bed rooms+hall,Hadaeq Sheikh Mohammed Bin Rashid
CNT2132235713,2025-04-01,144000,Labor Camp,Muhaisanah Second
CNT2133205609,2025-10-28,16000,Office,Al Raffa
CNT2130327843,2025-03-20,37485,1bed room+Hall,Al Warsan First
CNT2125882032,2025-01-05,70000,1bed room+Hall,Al Jadaf
CNT2132096657,2025-07-29,32000,Studio,Eyal Nasser
CNT2130659549,2025-04-25,32670,1bed room+Hall,Warsan Fourth
CNT2132674368,2025-10-01,130000,2 bed rooms+hall,Wadi Al Safa 2
CNT2133982240,2026-01-01,252000,Office,Al Mamzer
CNT2128820412,2025-02-01,50536,Studio,Al Hebiah Fourth
CRT2134140106,2026-01-05,160000,2 bed rooms+hall,Business Bay
CRT2132754996,2025-10-01,85000,1bed room+Hall,Jabal Ali First
CNT2133955113,2025-12-23,15000,Office,Burj Khalifa
CNT2133796697,2025-11-30,220000,4 bed rooms+hall,Nadd Hessa
CNT2131778467,2025-07-12,39899,2 bed rooms+hall,AL QUSAIS
CRT2133061416,2025-10-16,38000,Studio,Nadd Hessa
CNT2134053594,2025-12-02,44000,Office,Al Nahda First
CNT2130035847,2025-02-28,50000,Shop,Al Karama
CNT2130770347,2025-02-14,277532,Labor Camp,Muhaisanah Second
CNT2130659063,2025-05-01,90000,1bed room+Hall,Al Barsha South Fourth
CNT2131760051,2025-07-09,135000,1bed room+Hall,Business Bay
CNT2130308778,2025-02-28,172900,3 bed rooms+hall,Al-Cornich
CNT2130527887,2025-04-20,80000,1bed room+Hall,Al Merkadh
CNT2132580753,2025-09-12,49000,Studio,Business Bay
CNT2132497983,2025-09-03,15000,Office,Al Khabeesi
CRT2130042416,2025-03-01,45000,1bed room+Hall,Al Mararr
CNT2131022746,2025-04-01,650000,Shop,Al Rega
CNT2132336837,2025-09-01,55566,1bed room+Hall,Al Barsha South Fourth
CNT2132861018,2025-09-15,55000,Shop,Al Warsan First
CRT2130182356,2025-01-01,35000,Studio,Jabal Ali First
CNT2131889949,2025-07-19,135000,2 bed rooms+hall,Al Thanayah Fourth
CNT2132910997,2025-10-06,20000,Office,Dubai Investment Park Second
CNT2133325827,2025-11-01,65000,Studio,Business Bay
CRT2127506566,2025-01-01,300000,Room in labor Camp,Jabal Ali Industrial First
CRT2133817606,2025-12-10,35750,Studio,Nadd Hessa
CNT2129183903,2025-02-06,15000,Office,Hor Al Anz
CNT2133966400,2025-12-17,165000,Shop,Al Buteen
CNT2130128867,2025-01-01,1213135,1bed room+Hall,Jabal Ali First
CNT2132217033,2025-08-01,1598920,Studio,Jabal Ali Industrial First
CNT2130669181,2025-01-15,190000,4 bed rooms+hall,Mankhool
CNT2130607429,2025-04-22,15000,Office,Al Mararr
CRT2128534316,2025-02-01,80000,1bed room+Hall,Nadd Hessa
CNT2130031399,2025-02-01,42000,Studio,Um Hurair First
CRT2133704896,2025-06-03,250000,2 bed rooms+hall,Al Merkadh
CNT2134156923,2025-12-28,1319291,1bed room+Hall,Jabal Ali Industrial Second
CNT2131331496,2025-06-16,18000,Office,Al Nahda Second
CRT2133624227,2025-11-23,105000,2 bed rooms+hall,Business Bay
CNT2131027328,2025-05-22,21000,Office,Dubai Investment Park First
CNT2133650588,2025-12-01,792000,Room in labor Camp,Dubai Investment Park Second
CRT2130301796,2025-02-27,163513,3 bed rooms+hall,Al Hebiah First
CRT2130239666,2025-04-17,843600,Office,Al Thanyah First
CNT2130723636,2025-04-30,15000,Office,Dubai Investment Park Second
CNT2130740223,2025-05-01,15000,Office,Business Bay
CNT2133872612,2025-12-15,95000,2 bed rooms+hall,Wadi Al Safa 3
CNT2130450127,2025-04-01,69000,Shop,Hor Al Anz East
CNT2129190082,2025-01-15,50000,2 bed rooms+hall,Al Qusais Industrial Fifth
CNT2132050141,2025-08-05,49500,1bed room+Hall,Mirdif
CNT2133489489,2025-08-01,3000000,Room in labor Camp,Jabal Ali Industrial First
CNT2130751352,2025-04-04,140706,Shop,Al Warsan First
CNT2130461440,2025-05-02,72351,Shop,Cornich Deira
CNT2131200647,2025-06-16,43770,Studio,Al Merkadh
CNT2131979842,2025-07-24,15000,Office,Hor Al Anz
CNT2133399302,2026-01-01,136360,Shop,Um Hurair Second
CNT2132560021,2025-09-10,1728000,Room in labor Camp,Al Goze Third
CNT2131655523,2025-07-01,2882000,Staff Accommodatoion,Al Warsan Third
CNT2131896582,2025-05-05,27600,Room in labor Camp,Muhaisanah Second
CNT2133192726,2025-10-27,20000,Office,Business Bay
CNT2129854723,2025-02-09,135000,Studio,Dubai Investment Park Second
CNT2132236847,2025-07-24,184345,Shop,Al Warsan First
CRT2134234286,2026-01-27,136500,Office,Al Thanyah Fifth
CNT2130107827,2025-03-06,2307588,Room in labor Camp,Saih Shuaib 3
CNT2133917897,2026-01-01,110000,3 bed rooms+hall,Nadd Hessa
CNT2134002757,2025-12-26,15000,Office,Al Goze Industrial First
CNT2130876616,2025-05-05,53000,1bed room+Hall,Al Hudaiba
CRT2132372946,2025-08-01,1322284,5 bed rooms+hall,Al Thanayah Fourth
CNT2133727358,2025-09-01,1725000,1bed room+Hall,Al Warqa First
CNT2128111811,2025-01-18,25955,Studio,Al Warsan First
CNT2130611507,2025-04-01,145200,Shop,Naif
CRT2131907296,2025-07-20,47000,Studio,Al Barsha South Fourth
CNT2132792005,2025-09-30,60900,2 bed rooms+hall,Mirdif
CRT2131086615,2025-06-15,360000,4 bed rooms+hall,Al Thanyah Fifth
CNT2131827749,2025-05-17,52000,1bed room+Hall,Jabal Ali First
CNT2132952367,2025-10-05,47400,Room in labor Camp,Jabal Ali Industrial First
CNT2133099019,2025-10-20,15000,Office,Hor Al Anz
CNT2131775957,2025-07-18,71663,2 bed rooms+hall,Al Karama
CNT2130946291,2025-05-20,72000,Room in labor Camp,Muhaisanah Second
CNT2129268275,2025-02-01,39899,2 bed rooms+hall,AL QUSAIS
CRT2131424427,2025-08-16,57500,Studio,Jabal Ali First
CNT2133791994,2025-11-30,374000,Studio,Naif
CNT2129900194,2025-02-09,60000,1bed room+Hall,Al Barsha First
CRT2132675464,2025-09-15,200000,3 bed rooms+hall,Business Bay
CNT2134215457,2026-01-15,126560,Office,Um Hurair Second
CNT2130818129,2025-07-01,90000,2 bed rooms+hall,Al Jadaf
CNT2130093586,2025-01-01,4552209,Hotel,Port Saeed
CNT2132574421,2025-07-10,158382,Room in labor Camp,Muhaisanah Second
CNT2133397219,2025-11-06,20000,Office,Al Khabeesi
CRT2133404664,2025-12-15,289000,3 bed rooms+hall,Palm Jumeirah
CNT2133759357,2025-12-08,101850,2 bed rooms+hall,Al Wasl
CNT2133647387,2025-10-21,369600,Room in labor Camp,Al Goze Third
CNT2129902840,2025-02-24,15000,Office,Trade Center Second
CNT2131205148,2025-06-05,225750,Office,Oud Metha
CNT2131276614,2025-06-11,20000,Office,Mankhool
CNT2133349043,2025-11-06,20000,Office,Business Bay
CNT2131362769,2025-06-18,12000,Office,Al Thanyah First
CNT2129943502,2025-02-26,15000,Office,Al Khabeesi
