transaction_id,trans_group,procedure_name,instance_date,property_type,property_sub_type,property_usage,reg_type,area_name,building_name,project_name,nearest_landmark,nearest_metro,nearest_mall,rooms,has_parking,procedure_area,actual_worth,meter_sale_price
1-102-2024-74535,Sales,Sell - Pre registration,2024-09-20,Unit,Flat,Residential,Off-Plan Properties,Al Thanyah Fifth,ME DO RE 2,ME DO RE 2,Sports City Swimming Academy,Marina Mall Metro Station,Marina Mall,Studio,1,40.53,1000000.0,24673.08
1-41-2025-26856,Sales,Delayed Sell,2025-10-06,Land,,Other,Existing Properties,Al Yelayiss 1,,DAMAC ISLANDS - SEYCHELLES 2,,,,,0,219.6,3817000.0,17381.6
1-11-2024-43766,Sales,Sell,2024-11-13,Villa,Villa,Residential,Existing Properties,Al Barsha South Fourth,,SEASONS COMMUNITY- SUMMER,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,4 B/R,0,135.26,1980000.0,14638.47
1-11-2025-23099,Sales,Sell,2025-06-02,Villa,,Residential,Existing Properties,Wadi Al Safa 6,,,Global Village,,,,0,1013.57,12950000.0,12776.62
1-102-2024-97382,Sales,Sell - Pre registration,2024-11-19,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fifth,SESLIA TOWER,Seslia Tower,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,35.11,448601.0,12777.02
1-102-2025-134689,Sales,Sell - Pre registration,2025-12-29,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,Binghatti Vintage,Binghatti Vintage,IMG World Adventures,,,1 B/R,1,70.22,1126999.0,16049.54
1-102-2024-1882,Sales,Sell - Pre registration,2024-01-15,Unit,Flat,Residential,Off-Plan Properties,Al Thanyah Fifth,UH EAST BY ELLINGTON,UH EAST BY ELLINGTON,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,77.94,1747828.0,22425.3
1-11-2024-46483,Sales,Sell,2024-11-29,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,GOLDEN DREAM TOWER 1,,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,107.0,1200000.0,11214.95
1-102-2025-39648,Sales,Sell - Pre registration,2025-05-12,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah First,Sobha Solis Tower B,Sobha Solis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,65.15,1399034.0,21474.04
1-11-2024-4885,Sales,Sell,2024-02-12,Unit,Flat,Residential,Existing Properties,Al Thanyah Fifth,Indigo Tower,INDIGO TOWER,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,73.55,1000000.0,13596.19
1-102-2025-105591,Sales,Sell - Pre registration,2025-10-24,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,Dusit Rijas,Rijas Suites,IMG World Adventures,,,Studio,1,30.38,591127.0,19457.77
1-41-2025-12812,Sales,Delayed Sell,2025-04-28,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,Lucky Residences,LUCKY RESIDENCE,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,75.83,900000.0,11868.65
1-102-2024-74303,Sales,Sell - Pre registration,2024-09-20,Unit,Flat,Residential,Off-Plan Properties,Bukadra,360 Riverside Crescent,360 Riverside Crescent,,,,2 B/R,1,85.92,2344469.0,27286.65
1-102-2025-62906,Sales,Sell - Pre registration,2025-07-16,Unit,Flat,Residential,Off-Plan Properties,Bukadra,Skyvue Stellar,Skyvue,,,,1 B/R,1,75.51,2198570.0,29116.28
1-11-2024-8277,Sales,Sell,2024-03-06,Villa,,Residential,Existing Properties,Al Thanayah Fourth,,,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,604.15,6255000.0,10353.39
1-102-2025-58486,Sales,Sell - Pre registration,2025-07-04,Unit,Flat,Residential,Off-Plan Properties,Al Khairan First,Altan,Altan,,,,3 B/R,1,171.65,4381888.0,25528.04
1-41-2025-22047,Sales,Delayed Sell,2025-07-24,Land,,Other,Existing Properties,Al Yelayiss 1,,DAMAC ISLANDS - BALI 3,,,,,0,244.57,4428000.0,18105.25
1-11-2025-53386,Sales,Sell,2025-12-22,Unit,Flat,Residential,Existing Properties,Jabal Ali Industrial Second,Alexis Tower,Alexis Tower,Expo 2020 Site,UAE Exchange Metro Station,Ibn-e-Battuta Mall,Studio,1,33.2,660850.0,19905.12
1-11-2024-45377,Sales,Sell,2024-11-25,Villa,Villa,Residential,Existing Properties,Al Yelayiss 1,,REEM - MIRA OASIS COMMUNITY PHASE 3,Dubai Cycling Course,,,3 B/R,0,359.44,3300000.0,9180.95
1-102-2025-115885,Sales,Sell - Pre registration,2025-11-14,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Binghatti Circle,Binghatti Circle ,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1 B/R,1,71.09,1165228.0,16390.9
1-102-2025-14990,Sales,Sell - Pre registration,2025-02-25,Unit,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,Golf Dale - Tower 2,Golf Dale,,,,2 B/R,1,129.58,1782888.0,13758.98
1-102-2024-15650,Sales,Sell - Pre registration,2024-03-13,Villa,Villa,Residential,Off-Plan Properties,Madinat Al Mataar,,South Bay 4 Premium ,,,,4 B/R,0,255.0,3250000.0,12745.1
1-11-2024-44716,Sales,Sell,2024-11-19,Unit,Office,Commercial,Existing Properties,Burj Khalifa,THE METROPOLIS,THE MERTOPOLIS,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,76.98,1542536.0,20038.14
1-102-2024-68174,Sales,Sell - Pre registration,2024-09-04,Unit,Flat,Residential,Off-Plan Properties,Burj Khalifa,25hours Heimat Dubai,Euphoric Residences,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,153.86,4186055.0,27206.91
1-102-2025-21313,Sales,Sell - Pre registration,2025-03-14,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 7,,Rukan 3,,,,2 B/R,0,101.4,1450000.0,14299.8
1-11-2024-7533,Sales,Sell,2024-02-29,Unit,Flat,Residential,Existing Properties,Al Goze Fourth,AL KHAIL HEIGHTS 6A-6B,AL KHAIL HEIGHTS,Downtown Dubai,Noor Bank Metro Station,Dubai Mall,Studio,1,67.2,499900.0,7438.99
1-11-2024-5768,Sales,Sell,2024-02-20,Unit,Flat,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,Socio Tower 1,Socio,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2 B/R,1,69.06,2415871.0,34982.2
1-11-2024-16291,Sales,Sell,2024-05-10,Unit,Flat,Residential,Existing Properties,Burj Khalifa,Burj Views Tower B,BURJ VIEWS,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,67.54,1400000.0,20728.46
1-102-2025-123187,Sales,Sell - Pre registration,2025-12-03,Unit,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,Terra Gardens - Building 2,Terra Gardens,,,,1 B/R,1,69.21,1568888.0,22668.52
1-11-2024-20690,Sales,Sell,2024-06-06,Unit,Flat,Residential,Existing Properties,Zaabeel Second,Downtown Views II T3,Downtown Views II,Burj Khalifa,Financial Centre,Dubai Mall,3 B/R,1,158.62,4780000.0,30134.91
1-102-2024-90375,Sales,Sell - Pre registration,2024-10-25,Unit,Flat,Residential,Off-Plan Properties,Jabal Ali First,EQUITI HOME-B,EQUITI HOME,,,,2 B/R,1,106.62,1256700.0,11786.72
1-102-2024-75033,Sales,Sell - Pre registration,2024-09-23,Unit,Flat,Residential,Off-Plan Properties,Me'Aisem First,Samana Lake Views 2,Samana Lake Views 2,Sports City Swimming Academy,Damac Properties,Marina Mall,1 B/R,1,72.75,1240920.0,17057.32
1-102-2024-39963,Sales,Sell - Pre registration,2024-06-05,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 2,,Bianca ,IMG World Adventures,,,4 B/R,0,90.2,1459758.0,16183.57
1-102-2025-121586,Sales,Sell - Pre registration,2025-11-27,Unit,Flat,Residential,Off-Plan Properties,Madinat Dubai Almelaheyah,Oceanz 3 By Danube,Oceanz 3 By Danube ,,,,1 B/R,1,70.85,1932240.0,27272.27
1-11-2024-19025,Sales,Sell,2024-05-28,Unit,Flat,Residential,Existing Properties,Business Bay,Ahad Residences,Ahad Residences,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,124.27,2000000.0,16093.99
1-11-2025-54556,Sales,Sell,2025-12-30,Villa,Villa,Residential,Existing Properties,Madinat Al Mataar,,Parkside,Al Makhtoum International Airport,,,3 B/R,0,129.89,2150000.0,16552.47
1-102-2025-4746,Sales,Sell - Pre registration,2025-01-22,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,HELVETIA RESIDENCES,HELVETIA RESIDENCES,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,117.27,1604342.0,13680.76
1-11-2025-10500,Sales,Sell,2025-03-13,Villa,,Residential,Existing Properties,Jumeirah First,,,Burj Khalifa,Financial Centre,Dubai Mall,,0,607.46,5610000.0,9235.18
1-102-2025-63741,Sales,Sell - Pre registration,2025-07-17,Unit,Flat,Residential,Off-Plan Properties,Bukadra,Skyvue Spectra,Skyvue,,,,1 B/R,1,77.87,2137359.0,27447.78
1-102-2024-63699,Sales,Sell - Pre registration,2024-08-21,Unit,Flat,Residential,Off-Plan Properties,Ras Al Khor Industrial First,Sobha One - E,SOBHA ONE,,,,3 B/R,1,207.47,4834835.0,23303.78
1-102-2025-114854,Sales,Sell - Pre registration,2025-11-12,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Al Habtoor Tower,Al Habtoor Tower,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,187.88,5015849.0,26697.09
1-102-2024-100581,Sales,Sell - Pre registration,2024-11-29,Villa,Villa,Residential,Off-Plan Properties,Al Yufrah 1,,The Valley - Venera,,,,3 B/R,0,180.15,3019888.0,16763.19
1-11-2024-23796,Sales,Sell,2024-07-01,Land,,Commercial,Existing Properties,Madinat Hind 4,,DAMAC HILLS (2) - ASTER ,,,,,0,174.8,2005000.0,11470.25
1-41-2025-1969,Sales,Delayed Sell,2025-01-09,Land,,Other,Existing Properties,Al Yelayiss 1,,DAMAC ISLANDS - MALDIVES 4,,,,,0,194.17,2603945.0,13410.65
1-41-2025-16175,Sales,Delayed Sell,2025-05-26,Land,,Other,Existing Properties,Al Yelayiss 1,,DAMAC ISLANDS - MALDIVES 4,,,,,0,144.02,2424000.0,16831.0
1-102-2025-16545,Sales,Sell - Pre registration,2025-02-27,Unit,Flat,Residential,Off-Plan Properties,Jabal Ali First,Pristine by Zoya,Pristine By Zoya,,,,2 B/R,1,105.67,1450000.0,13721.96
1-102-2024-16965,Sales,Sell - Pre registration,2024-03-19,Unit,Flat,Residential,Off-Plan Properties,Al Merkadh,Azizi Riviera 22,Azizi Riviera 22,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,28.04,510760.0,18215.43
1-11-2024-38969,Sales,Sell,2024-10-15,Unit,Office,Commercial,Existing Properties,Al Thanyah Fifth,Gold Tower,AG TOWER,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,104.14,2450000.0,23526.02
1-11-2025-10408,Sales,Sell,2025-03-12,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Park Island Fairfield,PARK ISLANDS,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,2 B/R,1,120.96,2750000.0,22734.79
1-102-2025-102843,Sales,Sell - Pre registration,2025-10-14,Unit,Office,Commercial,Off-Plan Properties,Al Hebiah Fourth,ASPIRZ By Danube,ASPIRZ By Danube,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,,1,68.87,1762040.0,25585.02
1-11-2025-15233,Sales,Sell,2025-04-15,Unit,Flat,Residential,Existing Properties,Al Warsan First,Souk Al Warsan Townhouses-F,,,Rashidiya Metro Station,City Centre Mirdif,3 B/R,1,222.49,1500000.0,6741.88
1-102-2026-4853,Sales,Sell - Pre registration,2026-01-15,Villa,Villa,Residential,Off-Plan Properties,Dubai Investment Park Second,,Grand Polo - Equiterra 2,,,,4 B/R,0,407.75,4486888.0,11004.02
1-102-2024-80534,Sales,Sell - Pre registration,2024-10-03,Unit,Flat,Residential,Off-Plan Properties,Jabal Ali First,California 2 by SD,California 2 by SD,,,,1 B/R,1,76.8,1034985.0,13476.38
1-102-2025-33720,Sales,Sell - Pre registration,2025-04-22,Unit,Flat,Residential,Off-Plan Properties,Al Yelayiss 2,Odessa,Odessa,,,,2 B/R,1,88.91,1422888.0,16003.69
1-102-2025-80001,Sales,Sell - Pre registration,2025-08-25,Unit,Flat,Residential,Off-Plan Properties,Me'Aisem First,Binghatti Elite,Binghatti Elite,,,,Studio,1,35.13,862499.0,24551.64
1-102-2024-37507,Sales,Sell - Pre registration,2024-05-28,Unit,Flat,Residential,Off-Plan Properties,Al Merkadh,Azizi Riviera 41,Azizi Riviera 41,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,3 B/R,1,90.31,1524116.0,16876.49
1-102-2024-88412,Sales,Sell - Pre registration,2024-10-21,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Fourth,Fairway Residences By Prescott,Fairway Residences By Prescott,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,43.62,595000.0,13640.53
1-102-2024-72213,Sales,Sell - Pre registration,2024-09-16,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,The Central Downtown-A,The central downtown ,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,70.78,995888.0,14070.19
1-102-2025-113116,Sales,Sell - Pre registration,2025-11-10,Unit,Flat,Residential,Off-Plan Properties,Al Jadaf,Binghatti Starlight,Binghatti Starlight,,,,Studio,1,41.93,944000.0,22513.71
1-11-2025-3879,Sales,Sell,2025-01-30,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Marina Pinnacle,MARINA PINNACLE,Burj Al Arab,Mina Seyahi,Marina Mall,2 B/R,1,113.25,1400000.0,12362.03
1-102-2025-65021,Sales,Sell - Pre registration,2025-08-04,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 4,CAPRIA 1,CAPRIA EAST ,,,,1 B/R,1,76.8,1633000.0,21263.02
1-102-2025-124101,Sales,Sell - Pre registration,2025-12-05,Unit,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,Palace Residences Hillside A,Palace Residences Hillside A,,,,3 B/R,1,174.85,5125888.0,29315.92
1-102-2024-97141,Sales,Sell - Pre registration,2024-11-18,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Trillionaire Residences by Binghatti,Trillionaire Residences by Binghatti,,,,2 B/R,1,121.79,2000000.0,16421.71
1-102-2024-24973,Sales,Sell - Pre registration,2024-04-23,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Second,Skyhills Residences - 2,Skyhills Residences,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Studio,1,41.92,634777.0,15142.58
1-102-2025-54270,Sales,Sell - Pre registration,2025-06-23,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 3,,THE WATERCREST BY ELLINGTON ,IMG World Adventures,,,4 B/R,0,377.0,11875828.0,31500.87
1-102-2023-69208,Sales,Sell - Pre registration,2024-01-02,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Fourth,Profile Residence,PROFILE RESIDENCE,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,80.72,650000.0,8052.53
1-102-2025-129068,Sales,Sell - Pre registration,2025-12-17,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,Binghatti Vintage,Binghatti Vintage,IMG World Adventures,,,1 B/R,1,70.23,1119999.0,15947.59
1-102-2024-36944,Sales,Sell - Pre registration,2024-05-28,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Bayz 101 By Danube,Bayz 101 By Danube,Burj Khalifa,Business Bay Metro Station,Dubai Mall,Studio,1,34.71,1191000.0,34312.88
1-11-2024-38864,Sales,Sell,2024-10-14,Villa,Villa,Residential,Existing Properties,Saih Shuaib 2,,SAHARA MEADOWS2 ,Al Makhtoum International Airport,,,2 B/R,0,112.82,1000000.0,8863.68
1-102-2025-57843,Sales,Sell - Pre registration,2025-07-03,Unit,Flat,Residential,Off-Plan Properties,Business Bay,ROYAL REGENCY SUITES - 1,Royal Regency Suites,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,61.22,1409985.0,23031.44
1-102-2025-19349,Sales,Sell - Pre registration,2025-03-11,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Fourth,Sportz By Danube - 2,Sportz By Danube ,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,36.22,600000.0,16565.43
1-11-2025-17986,Sales,Sell,2025-04-30,Unit,Flat,Residential,Existing Properties,Al Goze Fourth,AL KHAIL HEIGHTS 9A-9B,AL KHAIL HEIGHTS,Downtown Dubai,Noor Bank Metro Station,Dubai Mall,1 B/R,1,90.75,850000.0,9366.39
1-102-2024-46207,Sales,Sell - Pre registration,2024-06-27,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Fourth,Sportz By Danube - 1,Sportz By Danube ,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,67.04,1107000.0,16512.53
1-102-2024-109475,Sales,Sell - Pre registration,2024-12-30,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Second,Binghatti Hills - 2,Binghatti Hills ,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2 B/R,1,226.83,2300000.0,10139.75
1-11-2025-14789,Sales,Sell,2025-04-14,Unit,Flat,Residential,Existing Properties,Business Bay,ZADA TOWER,ZADA TOWER,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,43.55,930000.0,21354.76
1-102-2024-47313,Sales,Sell - Pre registration,2024-07-02,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Peninsula Five - 3,Peninsula Five,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,65.24,1455000.0,22302.27
1-11-2024-23980,Sales,Sell,2024-07-01,Unit,Flat,Residential,Existing Properties,Burj Khalifa,The Address Residences Dubai Opera T2,THE ADDRESS DUBAI OPERA,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,117.05,4200000.0,35882.1
1-11-2024-41623,Sales,Sell,2024-10-31,Unit,Flat,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,MAG EYE 900,MAG EYE Phase 1,Downtown Dubai,Noor Bank Metro Station,Dubai Mall,1 B/R,1,69.91,1350000.0,19310.54
1-11-2024-730,Sales,Sell,2024-01-11,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,Central Park,,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,69.01,707324.0,10249.59
1-102-2025-39900,Sales,Sell - Pre registration,2025-05-23,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,Peace Lagoons by Peace Homes,Peace Lagoons by Peace Homes,IMG World Adventures,,,Studio,1,37.68,682175.0,18104.44
1-102-2025-31329,Sales,Sell - Pre registration,2025-04-16,Unit,Flat,Residential,Off-Plan Properties,Burj Khalifa,Solara Tower Dubai,SOLARA TOWER DUBAI,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,195.64,6602000.0,33745.66
1-41-2025-20559,Sales,Delayed Sell,2025-07-09,Land,,Commercial,Existing Properties,Wadi Al Safa 3,, The Wilds 3 ,,,,,0,346.19,5570079.0,16089.66
1-11-2025-45415,Sales,Sell,2025-10-30,Unit,Flat,Residential,Existing Properties,Marsa Dubai,AL SEEF 1,ALSEEF I,Burj Al Arab,Mina Seyahi,Marina Mall,5 B/R,1,706.61,13900000.0,19671.39
1-102-2025-68552,Sales,Sell - Pre registration,2025-07-29,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Binghatti Skyrise - TOWER C,Binghatti Skyrise,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,43.23,1117249.0,25844.3
1-102-2025-100229,Sales,Sell - Pre registration,2025-10-08,Unit,Flat,Residential,Off-Plan Properties,Dubai Investment Park Second,DAMAC RIVERSIDE VIEWS - MARINE 4, DAMAC RIVERSIDE VIEWS - MARINE 4,,,,1 B/R,1,71.52,1085000.0,15170.58
1-11-2025-37186,Sales,Sell,2025-09-04,Unit,Flat,Residential,Existing Properties,Burj Khalifa,Residences_W3,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,85.01,2600000.0,30584.64
1-102-2025-30453,Sales,Sell - Pre registration,2025-04-14,Unit,Flat,Residential,Off-Plan Properties,Warsan Fourth,MOONSA Residences,MOONSA Residences,,Rashidiya Metro Station,City Centre Mirdif,2 B/R,1,76.91,1001090.0,13016.38
1-11-2025-7101,Sales,Sell,2025-02-20,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,ROKANE G25,,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1 B/R,1,70.28,1237250.0,17604.58
1-102-2025-2919,Sales,Sell - Pre registration,2025-01-16,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,ARBOR VIEW,ARBOR VIEW,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,2 B/R,1,126.17,1934828.0,15335.09
1-41-2024-16874,Sales,Delayed Sell,2024-08-19,Land,,Other,Existing Properties,Al Hebiah Fifth,,DAMAC LAGOONS - MARBELLA,,,,,0,219.6,2940000.0,13387.98
1-102-2024-48754,Sales,Sell - Pre registration,2024-07-09,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fifth,Red Square -A,RED SQUARE,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,28.82,550647.0,19106.43
1-11-2025-14249,Sales,Sell,2025-04-09,Unit,Office,Commercial,Existing Properties,Burj Khalifa,Churchill Tower 1-Commercial,CHURCHILL TOWER,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,80.36,1500000.0,18666.0
1-102-2025-105041,Sales,Sell - Pre registration,2025-10-20,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Al Habtoor Tower,Al Habtoor Tower,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,142.6,3949107.0,27693.6
1-11-2025-37207,Sales,Sell,2025-09-04,Unit,Flat,Residential,Existing Properties,Burj Khalifa,Forte T1,FORTE,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,93.26,3150000.0,33776.54
1-102-2025-134954,Sales,Sell - Pre registration,2025-12-29,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,Seraph by Wadan,Seraph by Wadan,IMG World Adventures,,,Studio,1,41.57,588608.0,14159.45
1-102-2024-103298,Sales,Sell - Pre registration,2024-12-10,Unit,Flat,Residential,Off-Plan Properties,Al Khairan First,Cedar at Creek Beach Building 3,Creek Beach - Savanna-Cedar-Mangrove,Dubai International Airport,Creek Metro Station,City Centre Mirdif,1 B/R,1,63.86,1722888.0,26979.14
1-102-2025-124549,Sales,Sell - Pre registration,2025-12-08,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fifth,Fashionz 1 By Danube,Fashionz 1 By Danube,Sports City Swimming Academy,Damac Properties,Marina Mall,1 B/R,1,70.49,1321000.0,18740.25
1-102-2025-111065,Sales,Sell - Pre registration,2025-11-04,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,Parkside Boulevard,Parkside Boulevard,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,2 B/R,1,117.33,1639981.0,13977.51
1-102-2025-27294,Sales,Sell - Pre registration,2025-04-04,Unit,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,Keturah MU-11,Keturah Reserve,,,,3 B/R,1,282.18,9996570.0,35426.22
1-11-2025-1779,Sales,Sell,2025-01-16,Unit,Office,Commercial,Existing Properties,Al Thanyah First,I RISE TOWER,I - RISE TOWER,Burj Al Arab,Dubai Internet City,Mall of the Emirates,Office,1,363.33,4790509.0,13185.01
