contract_id,contract_start_date,annual_rent,rooms,area_name
CRT2128124716,2025-02-02,42000,Studio,Al Jadaf
CNT2132050597,2025-08-06,64999,1,Jabal Ali First
CNT2130153415,2025-03-10,89333,1,Al Thanyah Third
CNT2132101253,2025-08-01,62000,Office,Business Bay
CRT2133842206,2025-12-01,53000,1,Hessyan First
CNT2132350567,2025-08-22,27000,2,Hor Al Anz
CNT2132036331,2025-07-25,90000,Office,Al Qusais Industrial First
CNT2127973167,2025-01-20,60000,2,Al Goze Industrial Second
CNT2132491716,2025-09-15,36000,Studio,Al Qusais Industrial First
CNT2132129081,2025-08-01,79435,1,Al-Cornich
CNT2129976170,2025-03-02,85613,Shop,Al Rashidiya
CRT2130423086,2025-03-05,90000,3,Madinat Hind 4
CNT2132718617,2025-10-01,25000,Studio,Al Mararr
CNT2127773959,2025-01-01,96500,Shop with a mezzanine,Al Buteen
CNT2129974067,2025-02-10,30000,Studio,Al Suq Al Kabeer
CNT2131687647,2025-07-03,15000,Office,Al Suq Al Kabeer
CRT2131322726,2025-06-15,75000,1,Al Hebiah Second
CNT2131170605,2025-06-15,51000,1,Me'Aisem First
CNT2131163988,2025-09-18,149650,Office,Al Goze Industrial Third
CNT2129723966,2025-02-15,20000,Office,Ras Al Khor Industrial Second
CRT2132646346,2025-09-09,90000,Shop,Al Thanyah Fifth
CNT2127799119,2025-01-02,48279,2,Ras Al Khor Industrial Third
CNT2130562417,2025-04-18,15000,Office,Al Barsha First
CRT2132722046,2025-08-11,44000,Shop,Al Warsan First
CRT2129366316,2025-02-09,90000,1,Al Khairan First
CNT2131211877,2025-06-01,150000,4,Rega Al Buteen
CNT2133496191,2025-11-14,24000,1,Hor Al Anz
CRT2130005280,2025-02-09,100000,1,Al Khairan First
CNT2134258213,2026-01-23,32000,Shop,Al Karama
CRT2125793368,2025-01-25,130000,1,Hadaeq Sheikh Mohammed Bin Rashid
CNT2133874319,2025-11-25,38500,2,Muhaisanah Fourth
CNT2126477346,2025-01-01,24000,1,Muhaisanah Fourth
CNT2131581471,2025-06-10,49991,1,Al Barsha South Third
CNT2133462361,2025-11-10,100000,Shop,Oud Metha
CNT2132469042,2025-09-03,90000,2,Al Hamriya
CRT2130647866,2025-04-28,115000,1,Zaabeel Second
CNT2126411590,2025-01-01,164306,Shop,Al Rashidiya
CNT2130343477,2025-03-22,50000,1,Muhaisanah Fourth
CNT2129843987,2025-02-19,17000,Office,Saih Shuaib 2
CNT2133077493,2025-03-05,30000,1,Me'Aisem First
CNT2131861143,2025-07-01,35000,1,Al Hamriya
CNT2131032512,2025-05-11,85000,2,Al Raffa
CRT2133442316,2025-11-15,50000,1,Wadi Al Safa 2
CNT2129885499,2025-02-22,15000,Office,Hor Al Anz
CNT2130194245,2025-03-18,15000,Office,Al Khabeesi
CNT2134201353,2025-12-12,27200,Studio,Al Warsan First
CNT2131415785,2025-08-01,82000,1,Al Bada
CNT2129913096,2025-02-25,78750,2,Al Thanyah First
CNT2128958893,2025-02-03,20000,Office,Port Saeed
CNT2132021904,2025-07-28,20000,Office,Business Bay
CNT2133249799,2025-10-30,15000,Office,Abu Hail
CNT2133666380,2025-12-15,120000,2,Business Bay
CNT2131772717,2025-02-19,95000,Warehouse,Ras Al Khor Industrial Second
CNT2130810339,2025-05-06,85000,Studio,Business Bay
CNT2133620832,2025-11-27,34000,Studio,Al Warsan First
CRT2129117286,2025-03-01,36000,Studio,Jabal Ali First
CNT2130187088,2025-03-17,15000,Office,Hor Al Anz
CNT2134329791,2026-02-14,98700,2,Al Barsha First
CNT2131259511,2025-06-01,24000,Studio,Al Suq Al Kabeer
CNT2133753464,2025-12-01,30000,Office,Al Khabeesi
CNT2133439999,2025-10-25,62700,2,Al Twar Fifth
CNT2131379911,2025-03-03,185955,3,Wadi Al Safa 5
CNT2125886848,2025-01-10,71000,1,Al Barsha South Fourth
CNT2132791674,2025-09-28,70000,2,Al Warqa First
CRT2132747816,2025-07-25,35000,Studio,Madinat Al Mataar
CNT2134022520,2026-01-01,87725,Shop,Al Barsha South Fourth
CNT2125455304,2025-01-01,56500,1,Al Karama
CNT2131694685,2025-07-03,15000,Office,Al Khabeesi
CNT2133769604,2025-10-29,69300,2,Mirdif
CNT2133283369,2025-11-01,59000,1,Al Nahda Second
CNT2132747094,2025-09-10,45000,2,Oud Metha
CNT2129999471,2025-03-03,20000,Office,Port Saeed
CNT2132234236,2025-08-13,22000,Office,Port Saeed
CNT2129773671,2025-02-17,15000,Office,Al Khabeesi
CNT2129816828,2025-03-01,133000,4,Nad Al Hamar
CNT2132083296,2025-08-01,10000,Office,Al Barsha First
CNT2132730565,2025-09-25,50000,1,Warsan Fourth
CNT2132825238,2025-09-22,65100,1,Madinat Dubai Almelaheyah
CNT2133329041,2025-11-06,73500,3,Nad Al Hamar
CNT2131766408,2025-07-15,40000,Studio,Wadi Al Safa 5
CNT2131569845,2025-06-30,20000,Office,Dubai Investment Park First
CNT2127779554,2025-01-10,28500,Office,Al Twar Fifth
CNT2134276512,2026-01-15,95000,2,Al Nahda First
CNT2133153993,2025-08-17,38500,Shop,Muhaisanah Third
CNT2131509581,2025-06-24,15000,Office,Al Khabeesi
CNT2132266911,2025-09-01,165000,Shop,Hor Al Anz East
CNT2130984454,2025-05-20,15000,Office,Hor Al Anz
CNT2130744377,2025-03-18,71852,Labor camp,Al Goze Industrial Fourth
CNT2132805791,2025-09-17,42000,Room in labor camp,Muhaisanah Second
CNT2133255713,2025-10-19,55000,1,Jabal Ali First
CNT2131877402,2025-06-25,80000,2,Port Saeed
CNT2133786085,2025-11-07,84000,2,Al Barsha South Fourth
CNT2132329835,2025-08-01,36381,Studio,Jabal Ali First
CNT2133073218,2025-10-10,58212,1,Al Barsha South Fourth
CNT2131367273,2025-06-16,31000,Studio,Al Mararr
CNT2132650013,2025-08-24,114975,2,Trade Center First
CNT2129050531,2025-02-01,95000,2,Al Barsha South Third
CNT2133146422,2025-10-29,157999,2,Al Wasl
CRT2132123936,2025-07-05,43050,1,Wadi Al Safa 5
CRT2133626866,2025-12-01,134000,2,Marsa Dubai
CNT2132106565,2025-09-20,39050,1,Al Goze Industrial Second
CRT2131343326,2025-06-01,135000,2,Al Thanyah Fifth
CNT2132134217,2025-08-15,110000,1,Business Bay
CNT2134124615,2026-01-07,18000,Office,Naif
CNT2132945901,2025-10-08,18000,Office,Al Mararr
CNT2132206921,2025-08-12,35000,Office,Al Mararr
CNT2130634227,2025-04-10,100000,Warehouse,Al Khabeesi
CNT2131796017,2025-07-17,72999,2,Al Rega
CRT2134208043,2025-09-02,185000,Hotel,Burj Khalifa
CNT2132127328,2025-06-27,25000,Studio,Al Warsan First
CNT2133038291,2025-10-15,20000,Office,Al Raffa
CNT2134236805,2026-02-25,85000,1,Al Bada
CNT2130102284,2025-03-18,55440,2,Al Warqa First
CNT2128966603,2025-02-10,46000,1,Al Warsan First
CNT2133831497,2025-08-26,32000,Studio,Al Warsan First
CNT2128804169,2025-03-05,45805,Office,Al Thanyah Fifth
CNT2130392438,2025-04-06,21000,Office,Port Saeed
CNT2133825565,2026-01-04,89196,3,Jabal Ali First
CNT2130958217,2025-05-20,20000,Studio,Al Hebiah Fourth
CNT2134076583,2025-12-01,45000,Shop,Al Karama
CNT2134007913,2026-01-06,60000,2,Al Qusais Industrial Second
CNT2134204884,2026-01-12,17000,Office,Al Mararr
CNT2133609171,2025-11-26,110000,2,Oud Metha
CNT2132901687,2025-10-02,140000,2,Business Bay
CRT2131250196,2025-06-10,84000,4,Madinat Hind 4
CRT2132490016,2025-09-01,63000,2,Al Muteena
CNT2128116921,2025-01-23,55125,2,Al Goze Fourth
CNT2131705320,2025-08-10,69000,Office,Al Garhoud
CRT2130837886,2025-05-15,56000,1,Me'Aisem First
CNT2128437509,2025-02-20,40500,1,Al Qusais Industrial Fifth
CNT2131655405,2025-07-01,15000,Office,Saih Shuaib 2
CNT2130764184,2025-02-26,30000,1,Al Warsan First
CNT2129046754,2025-02-07,60000,2,Al Goze Industrial Second
CNT2131865731,2025-08-01,40000,Studio,Al Muteena
CNT2130525020,2025-04-10,50000,1,Wadi Al Safa 5
CNT2130348014,2025-04-02,35000,Office,Port Saeed
CNT2127936420,2025-01-01,70350,1,Al Thanyah First
CNT2133195077,2025-10-24,62000,2,Al Goze Industrial Second
CRT2130269826,2025-03-17,150000,2,Al Khairan First
CNT2133952389,2026-01-01,60000,Shop,Hor Al Anz
CNT2128932291,2025-02-02,78000,1,Oud Metha
CNT2133234487,2025-10-29,144000,Room in labor camp,Jabal Ali Industrial First
CNT2131240887,2025-06-11,56999,2,Ras Al Khor Industrial Third
CNT2131193845,2025-06-03,15000,Office,Al Baraha
CNT2131404063,2025-06-20,15000,Office,Al Muteena
CNT2129818109,2025-02-05,81000,1,Hadaeq Sheikh Mohammed Bin Rashid
CNT2132999701,2025-10-13,53000,1,Nad Hessa
CRT2129256956,2025-01-23,94500,1,Al Thanyah Third
CNT2132698004,2025-09-25,51000,1,Warsan Fourth
CNT2133471268,2025-11-05,66000,2,Al Suq Al Kabeer
CNT2131506936,2025-06-24,20000,Office,Port Saeed
CRT2132354736,2025-08-14,108000,2,Al Merkadh
CNT2130802629,2025-05-10,64000,1,Al Barsha South Fourth
CNT2132147196,2025-08-06,15000,Office,Port Saeed
CNT2129829421,2025-02-24,46000,Office,Ras Al Khor Industrial Third
CNT2134142290,2026-01-08,15000,Office,Al Suq Al Kabeer
CRT2133558716,2025-11-21,100000,1,Al Merkadh
CNT2133805375,2025-12-21,37722,Shop,Al Warsan First
CRT2132045776,2025-06-27,135000,Studio,Palm Jumeirah
CNT2133282111,2025-12-22,76000,1,Al Hebiah Second
CNT2133826912,2025-11-14,48000,1,Al Warqa First
CNT2129823749,2025-02-18,15000,Office,Al Goze Industrial First
CNT2128079414,2025-01-01,29000,Studio,Al Karama
CNT2133223047,2025-12-07,80000,2,Oud Metha
CNT2133576969,2025-08-12,88000,2,Al Satwa
CNT2130412781,2025-04-08,20000,Office,Hor Al Anz
CNT2133311302,2025-10-11,57000,1,Mirdif
CNT2133471127,2026-01-01,52500,Shop,Al Aweer First
CNT2130761521,2025-04-20,180000,5,Al Bada
CNT2131802423,2025-07-11,15000,Office,Al Khabeesi
CNT2132583158,2025-09-03,170458,4,Jabal Ali First
CRT2132480406,2025-09-08,66000,1,Al Barsha South Fourth
CRT2129450046,2025-03-10,46000,1,Al Mararr
CNT2122578712,2025-07-20,125211,Office,Rega Al Buteen
CRT2129859336,2025-02-21,175000,4,Al Yelayiss 2
CNT2128493720,2025-01-25,95712,3,Jabal Ali First
CNT2131993605,2025-07-25,16000,Office,Um Hurair Second
CNT2130150089,2025-03-01,55000,1,Al Saffa First
CNT2127914039,2025-01-13,15000,Office,Ras Al Khor Industrial Second
CNT2128121101,2025-01-01,62400,Room in labor camp,Al Goze Third
CNT2131026097,2025-05-23,131244,Office,Al Safouh Second
CRT2132285726,2025-08-18,39000,Studio,Wadi Al Safa 5
CNT2131313751,2025-05-25,52800,2,Al Warqa First
CNT2133059602,2025-10-16,55000,Shop,Al Mararr
CNT2131746931,2025-07-08,17000,Office,Business Bay
CNT2132568926,2025-09-14,94000,2,Madinat Al Mataar
CNT2133215884,2025-10-28,15000,Office,Al Goze Industrial First
CNT2133058206,2025-10-08,96060,Office,Port Saeed
CNT2133234948,2025-11-01,170000,2,Al Thanyah Third
CNT2133132334,2025-10-24,68500,2,Ras Al Khor Industrial Third
CNT2131773920,2025-07-08,56000,2,Al Nahda Second
CNT2130561587,2025-02-14,36000,Shop,Al Goze First
CNT2130813721,2025-04-25,94000,2,Al Murqabat
CRT2130465876,2025-01-05,28665,Studio,Madinat Hind 4
CNT2127880894,2025-01-01,46450,2,Naif
CNT2133400563,2025-10-29,51545,1,Al Hebiah Fourth
CNT2130363902,2025-04-05,80000,2,Al Nahda Second
CNT2132299059,2025-09-01,45000,2,Al Nahda Second
CNT2127867044,2025-01-20,61000,1,Al Barsha First
CNT2131956039,2025-07-23,15000,Office,Business Bay
CNT2132200366,2025-08-11,17000,Office,Business Bay
CNT2127973971,2025-01-01,45000,Office,Um Ramool
CNT2133903403,2025-12-01,49500,2,Al Nahda Second
CNT2128119019,2025-01-17,15000,Office,Naif
CNT2130653610,2025-04-25,15000,Office,Al Muteena
CNT2129825354,2025-02-24,128492,Office,Um Hurair Second
CNT2131828325,2025-05-01,86400,1,Business Bay
CNT2133702224,2025-12-15,120000,7,Hor Al Anz
CNT2132876964,2025-10-01,28000,Studio,Hor Al Anz
CNT2126637868,2025-01-01,110250,2,Wadi Al Safa 5
CNT2132415646,2025-08-19,47250,1,Warsan Fourth
CRT2132161056,2025-08-10,140000,1,Marsa Dubai
CNT2130913521,2025-04-27,55000,1,Mankhool
CNT2130744178,2025-05-01,20000,Office,Al Khabeesi
CNT2127567504,2025-01-07,15000,Office,Trade Center Second
CNT2124940055,2025-01-01,85000,1,Trade Center First
CNT2133788406,2025-12-09,15000,Office,Al Barsha First
CRT2130748618,2025-05-10,105000,3,Al Yelayiss 2
CNT2130001355,2025-03-05,151800,Shop with a mezzanine,Al Dhagaya
CNT2132420417,2025-08-28,15000,Office,Business Bay
CNT2132810254,2025-09-29,20000,Office,Al Murqabat
CNT2133544472,2026-01-01,109581,2,Marsa Dubai
CRT2127855006,2025-01-01,45000,1,Al Warsan First
CNT2131160972,2025-05-15,65000,Staff accommodatoion,Al Karama
CNT2132870647,2025-11-02,60000,2,Muhaisanah Fourth
CNT2132400405,2025-10-15,50820,1,Al Barsha South Third
CNT2131382587,2025-06-27,38999,2,Al Qusais
CNT2133428546,2025-11-19,66350,Shop,Al Warsan First
CNT2130755280,2025-05-02,15000,Office,Al Barsha First
CNT2133950067,2025-12-22,15000,Office,Abu Hail
CNT2129841175,2025-02-01,42600,1,Al Raffa
CNT2133785035,2025-12-22,100000,2,Business Bay
CNT2131406027,2025-07-01,50000,Studio,Al Karama
CRT2132608216,2025-09-20,60000,2,Al Warsan First
CNT2132738525,2025-10-02,177000,2,Al Safouh First
CNT2132705790,2025-09-14,11100,Room in labor camp,Al Goze Industrial Second
CNT2131385059,2025-06-19,15000,Office,Al Baraha
CNT2133906623,2025-12-18,15000,Office,Al Goze Third
CNT2130298612,2025-03-26,15000,Office,Trade Center Second
CNT2133830627,2025-12-11,90000,Office,Mankhool
CRT2134087236,2026-01-01,115000,2,Al Merkadh
CNT2132640190,2025-09-15,90000,1,Al Barsha South Third
CNT2130196876,2025-04-01,46000,1,Muhaisanah Fourth
CRT2130346350,2025-03-06,24000,1,Jabal Ali First
CNT2129041184,2025-02-01,47794,1,Wadi Al Safa 3
CNT2133336591,2025-11-05,68000,1,Al Hamriya
CRT2132149026,2025-08-01,125000,1,Um Suqaim Third
CNT2131326203,2025-09-15,43659,1,Hor Al Anz East
CNT2132029009,2025-07-29,15000,Office,Al Muteena
CRT2129253246,2025-02-05,27000,1,Al Baraha
CNT2131338200,2025-05-31,87000,2,Nad Hessa
CNT2131201017,2025-06-11,69575,2,Al Barsha First
CNT2132505665,2025-09-04,88000,1,Al Jadaf
CNT2131739279,2025-07-07,15000,Office,Al Mararr
CNT2131859638,2025-08-01,70000,1,Al Barsha South Third
CRT2132702216,2025-10-01,107500,1,Marsa Dubai
CNT2133866441,2025-12-16,70000,1,Me'Aisem First
CRT2130056806,2025-03-17,50000,Studio,Al Goze Fourth
CNT2132276037,2025-08-22,75999,1,Madinat Dubai Almelaheyah
CNT2130478963,2025-04-18,63000,1,Al Goze Third
CNT2131558420,2025-06-03,105000,3,Al Raffa
CNT2133914383,2025-10-01,49000,1,Dubai Investment Park Second
CNT2127926508,2025-01-01,66792,Office,Oud Metha
CNT2133655519,2025-11-27,20000,Office,Dubai Investment Park First
CNT2131246183,2025-06-01,37000,Studio,Madinat Al Mataar
CNT2131540860,2025-06-15,72000,1,Nad Hessa
CNT2133582153,2026-01-01,89000,Office,Al Khabeesi
CNT2128535894,2025-01-01,82224,Shop with a mezzanine,Al Buteen
CNT2132972374,2025-10-01,25000,Shop,Jabal Ali First
CNT2131775363,2025-07-09,15000,Office,Al Murqabat
CNT2132774526,2025-10-01,95000,1,Marsa Dubai
CNT2130088727,2025-03-01,65780,2,Um Hurair Second
CNT2131578637,2025-07-05,55000,1,Al Warqa First
CNT2128543863,2025-01-27,17000,Office,Saih Shuaib 3
CNT2128058596,2025-02-05,150000,2,Marsa Dubai
CNT2133184179,2026-01-01,40000,1,Naif
CNT2126726488,2025-01-01,37000,1,Al Suq Al Kabeer
CNT2129196018,2025-02-20,55000,1,Al Karama
CNT2123400182,2025-02-01,40000,1,Al Murqabat
CNT2132087722,2025-06-10,31500,Kiosk,Al Rashidiya
CNT2130280155,2025-01-01,48300,2,Al Qusais Industrial First
CNT2132372795,2025-08-25,20000,Office,Port Saeed
CRT2133537496,2025-11-23,33000,Studio,Al Warsan First
CNT2129455542,2025-03-03,32760,2,Al Qusais
CNT2131225200,2025-06-09,12000,Office,Al Safouh Second
CRT2130460966,2025-03-01,99099,Office,Nad Hessa
CNT2133347168,2025-11-06,15000,Office,Al Mararr
CNT2130947157,2025-05-25,100000,2,Al Barsha First
CNT2130876539,2025-05-15,100000,2,Al Thanyah First
CRT2134214256,2026-02-01,45000,Office,Business Bay
CNT2130680933,2025-05-30,68000,2,Nad Hessa
CNT2128521011,2025-01-26,145000,2,Business Bay
CNT2133554432,2025-11-20,25000,Studio,Al Mararr
CRT2134165746,2026-01-08,72000,Studio,Business Bay
CNT2128478911,2025-02-02,45000,Shop,Mirdif
CNT2132130677,2025-08-15,34000,1,Muhaisanah Fourth
CNT2133548199,2025-10-01,95000,2,Hor Al Anz East
CNT2131979886,2025-07-01,65000,Store,Naif
CRT2134271736,2026-01-15,54000,1,Me'Aisem First
CNT2132970853,2025-09-01,39000,1,Al Nahda First
CNT2132523546,2025-09-11,80999,1,Al Barsha First
CNT2134087858,2026-01-01,80000,2,Mankhool
CNT2132252897,2025-08-01,75000,Warehouse,Um Ramool
CNT2134197346,2026-01-01,44725,Office,Al Hamriya Port
CNT2130398473,2025-04-07,15000,Office,Al Khabeesi
CNT2129743851,2025-01-11,70000,Studio,Al Barsha South Fifth
CNT2133739368,2025-12-05,110000,2,Al Barsha South Fourth
CNT2128539029,2025-02-03,44651,1,Al Goze Industrial Second
CNT2132279414,2025-08-18,45000,Office,Trade Center Second
CNT2132041968,2025-08-03,95000,1,Trade Center First
CNT2128820323,2025-01-31,20000,Office,Business Bay
CRT2129694676,2025-02-14,15000,Shop,Hor Al Anz
CNT2130437592,2025-03-21,55000,Studio,Al Sabkha
CNT2131302908,2025-06-13,10000,Office,Al Barsha First
CNT2131870297,2025-07-01,72000,2,Madinat Al Mataar
CRT2133110876,2025-10-26,78000,1,Al Barsha South Third
CNT2129189730,2025-02-07,76590,1,Marsa Dubai
CNT2133501420,2025-11-15,20000,Office,Saih Shuaib 2
CNT2131767156,2025-07-09,15000,Office,Business Bay
CNT2130910517,2025-05-14,22000,Office,Dubai Investment Park First
CNT2131489307,2025-06-21,25000,Studio,Al Baraha
CNT2133643320,2025-11-26,15000,Office,Al Mararr
CRT2131718154,2025-07-07,175000,3,Wadi Al Safa 7
CNT2132575696,2025-09-10,40000,Office,Al Murqabat
CNT2133756448,2025-11-24,62000,2,Al Murqabat
CNT2133939773,2026-01-11,21500,Office,Al Karama
CNT2133784777,2025-12-10,70000,2,Al Nahda First
CNT2133499109,2025-11-01,45000,1,Al Raffa
CNT2130324365,2025-03-28,15000,Office,Al Mararr
CNT2133249385,2025-10-01,55200,Room in labor camp,Al Goze Third
CNT2133416685,2025-11-08,20000,Office,Dubai Investment Park First
CNT2129375751,2025-01-23,64900,Office,Business Bay
CRT2133179246,2025-10-25,35000,1,Abu Hail
CNT2131254544,2025-06-05,15000,Office,Al Nahda First
CNT2130508193,2025-02-23,60900,2,Al Qusais Industrial Fourth
CNT2131768068,2025-07-15,25410,Studio,Al Warsan First
CRT2130529406,2025-03-25,39000,Studio,Madinat Al Mataar
CNT2133019720,2025-10-21,130000,3,Trade Center Second
CNT2131550253,2025-06-26,18000,Office,Al Karama
CNT2128449732,2025-03-01,43700,1,Wadi Al Safa 3
CNT2128520122,2025-02-11,49500,1,Mirdif
CNT2133266925,2025-10-31,20000,Office,Saih Shuaib 2
CNT2133775837,2025-12-08,15000,Office,Al Khabeesi
CNT2131519139,2025-07-01,55000,Shop,Eyal Nasser
CNT2130810023,2025-04-16,29095,Studio,Jabal Ali Industrial First
CNT2129043981,2025-02-08,27000,Office,Al Garhoud
CNT2131943023,2025-06-20,60040,1,Al Karama
CNT2130766667,2025-05-15,75000,2,Al Karama
CNT2133896981,2026-01-01,79008,Shop,Al Qusais Industrial First
CNT2132003997,2025-08-01,73000,3,Al Nahda Second
CNT2131890317,2025-07-18,16000,Office,Al Goze Third
CNT2133340846,2025-11-01,36225,2,Muhaisanah Fourth
CNT2133506575,2025-11-25,75000,2,Al Thanyah First
CNT2128492756,2025-01-01,69000,2,Um Hurair First
CNT2132494032,2025-09-01,75000,Shop,Naif
CNT2132552661,2025-09-09,15000,Office,Saih Shuaib 3
CNT2133935191,2025-12-15,71500,2,Al Satwa
CNT2130134874,2025-03-12,20000,Office,Al Khabeesi
CRT2132621806,2025-09-14,46000,Studio,Jabal Ali First
CNT2132567442,2025-09-08,57000,1,Dubai Investment Park Second
CRT2127872716,2025-01-11,75000,1,Me'Aisem First
CNT2134057017,2025-12-28,80000,2,Warsan Fourth
CNT2130294101,2025-03-26,50000,2,Dubai Investment Park First
CNT2130247184,2025-03-01,54575,1,Al Barsha South Third
CNT2132054044,2025-07-28,47300,Office,Al Qusais Industrial First
CNT2129926419,2025-02-14,25000,Office,Al Wasl
CNT2128521984,2025-01-24,20000,Office,Naif
CNT2131220027,2025-06-01,32000,2,Muhaisanah Fourth
CNT2133892223,2026-01-05,117953,3,Al Thanyah Fifth
CNT2133430373,2025-11-10,91000,Shop,Al Karama
CNT2132189806,2025-08-09,18000,Studio,Jabal Ali First
CNT2130168169,2025-02-24,85560,Shop,Al Dhagaya
CNT2131348540,2025-06-17,20000,Office,Trade Center First
CRT2134236016,2026-01-15,185000,3,Al Hebiah Sixth
CNT2133197883,2025-10-15,42350,1,Dubai Investment Park Second
CNT2130291468,2025-02-01,135000,Warehouse,Dubai Investment Park First
CNT2132361311,2025-08-23,15000,Office,Al Khabeesi
CRT2130578636,2025-04-07,80000,1,Al Barsha South Third
CNT2132703422,2025-03-01,44000,Garage,Ras Al Khor Industrial First
CRT2130691806,2025-04-26,115000,1,Al Kifaf
CRT2130492436,2025-04-17,72000,1,Wadi Al Safa 2
CNT2133249469,2025-09-04,98000,Warehouse,Ras Al Khor Industrial Second
CNT2134297096,2025-12-20,81586,2,Mirdif
CNT2132672866,2025-10-01,125000,2,Al Merkadh
CNT2132223897,2025-09-10,55500,2,Al Qusais Industrial Fifth
CNT2131872825,2025-09-11,136500,2,Um Al Sheif
CNT2130425248,2025-03-12,137500,Shop,Al Warqa First
CNT2133234167,2025-11-05,32000,Studio,Al Warsan First
CNT2131716296,2025-07-05,15000,Office,Al Suq Al Kabeer
CRT2129841166,2025-01-21,160000,3,Wadi Al Safa 5
CNT2128819508,2025-02-01,48300,2,Al Qusais Industrial First
CNT2130316198,2025-04-02,42000,Studio,Nad Hessa
CNT2128042884,2025-01-01,40425,Studio,Al Barsha First
CNT2130059168,2025-03-01,78000,2,Oud Metha
CNT2131531942,2025-06-25,15000,Office,Oud Metha
CNT2133013018,2025-10-14,15000,Office,Al Khabeesi
CNT2131295559,2025-06-12,15000,Office,Hor Al Anz
CNT2130349912,2025-04-02,21000,Office,Port Saeed
CNT2132721329,2025-11-15,85000,2,Oud Metha
