transaction_id,trans_group,procedure_name,instance_date,property_type,property_sub_type,property_usage,reg_type,area_name,building_name,project_name,nearest_landmark,nearest_metro,nearest_mall,rooms,has_parking,procedure_area,actual_worth,meter_sale_price,area_sqft,Price_Per_SqFt
1-102-2024-103746,Sales,Sell - Pre registration,2024-12-11,Unit,Flat,Residential,Off-Plan,Bukadra,350 Riverside Crescent,350 Riverside Crescent,Motor City,Business Bay Metro Station,Dubai Mall,1,1,79.04,1863208.0,23572.98,850.78656,2189.982878902083
1-102-2025-56452,Sales,Sell - Pre registration,2025-06-30,Unit,Flat,Residential,Off-Plan,Dubai Investment Park Second,DAMAC Riverside Views - Royal 1 -A,DAMAC RIVERSIDE VIEWS - ROYAL 1,Motor City,Business Bay Metro Station,Dubai Mall,1,1,74.24,1084000.0,14601.29,799.1193599999999,1356.4932277451019
1-102-2025-116152,Sales,Sell - Pre registration,2025-11-17,Unit,Flat,Residential,Off-Plan,Al Barsha South Second,Sky Hills Astra Tower B,Skyhills Astra,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Studio,1,35.28,929500.0,26346.37,379.75392,2447.637670204958
1-11-2024-41498,Sales,Sell,2024-10-31,Unit,Flat,Residential,Existing,Wadi Al Safa 2,WAVEZ RESIDENCE,Wavez Residence,IMG World Adventures,Harbour Tower,Ibn-e-Battuta Mall,Studio,1,37.06,445000.0,12007.56,398.91384,1115.5291077391548
1-102-2025-48142,Sales,Sell - Pre registration,2025-06-04,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Lume Residences,Lume Residences,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,35.58,695777.0,19555.28,382.98312,1816.7301994928655
1-11-2024-46997,Sales,Sell,2024-12-09,Villa,Villa,Residential,Existing,Wadi Al Safa 5,"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 24",La Rosa 4,Dubai Cycling Course,Business Bay Metro Station,Dubai Mall,3,0,161.0,2600000.0,16149.07,1733.004,1500.2850541602904
1-11-2025-4922,Sales,Sell,2025-02-06,Unit,Flat,Residential,Existing,Business Bay,15 Northside - Tower 1,15 Northside,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1,1,61.54,1568000.0,25479.36,662.41656,2367.0905811895764
1-102-2024-29350,Sales,Sell - Pre registration,2024-05-07,Unit,Flat,Residential,Off-Plan,Jabal Ali First,Serene Gardens 2 By Prescott,Serene Gardens 2 by Prescott,Motor City,Emirates Towers Metro Station,Dubai Mall,3,1,134.65,1732500.0,12866.69,1449.3726,1195.34479953602
1-102-2025-119528,Sales,Sell - Pre registration,2025-11-24,Unit,Flat,Residential,Off-Plan,Dubai Investment Park Second,DAMAC Riverside Views - Azure 2 -E,DAMAC RIVERSIDE VIEWS - AZURE 2,Sports City Swimming Academy,Rashidiya Metro Station,City Centre Mirdif,Studio,1,40.5,750001.0,18518.54,435.94199999999995,1720.4146423148036
1-102-2024-93804,Sales,Sell - Pre registration,2024-11-06,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,BLISS HOMES,BLISS HOMES,IMG World Adventures,Damac Properties,Marina Mall,1,1,68.73,989573.0,14397.98,739.80972,1337.6047559904998
1-102-2024-18071,Sales,Sell - Pre registration,2024-03-22,Unit,Flat,Residential,Off-Plan,Business Bay,NOBLES,NOBLES,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2,1,137.18,2191816.0,15977.66,1476.60552,1484.361239554353
1-102-2024-16786,Sales,Sell - Pre registration,2024-03-18,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 3,Samana Barari Views,Samana Barari Views,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,67.26,1114560.0,16570.92,723.98664,1539.4759218208778
1-11-2024-5454,Sales,Sell,2024-02-15,Unit,Flat,Residential,Existing,Al Merkadh,Sobha Hartland Waves Grande,Sobha Hartland Waves Grande,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1,1,75.07,1435863.0,19127.0,808.0534799999999,1776.940555964192
1-11-2025-10104,Sales,Sell,2025-03-11,Unit,Flat,Residential,Existing,Marsa Dubai,Murjan 5,Emirates Living - Springs 8,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,Penthouse,1,196.79,3500000.0,17785.46,2118.24756,1652.3092324487325
1-102-2024-96460,Sales,Sell - Pre registration,2024-11-15,Unit,Flat,Residential,Off-Plan,Al Barsha South Fifth,Sonate Residences,Sonate Residences by Condor,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,52.45,790742.0,15076.11,564.5718,1400.6048477802115
1-102-2025-71619,Sales,Sell - Pre registration,2025-08-06,Villa,Villa,Residential,Off-Plan,Wadi Al Safa 5,VISTARA HOUSE,ATHLON BY AL DAR 2,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,3,0,184.17,3124711.0,16966.45,1982.4058799999998,1576.2216161303961
1-11-2025-43677,Sales,Sell,2025-10-20,Unit,Flat,Residential,Existing,Madinat Al Mataar,Majestique Residence 1,MAJESTIQUE RESIDENCE 1,Expo 2020 Site,Business Bay Metro Station,Dubai Mall,Studio,1,35.29,485000.0,13743.27,379.86155999999994,1276.7809409301644
1-11-2025-10079,Sales,Sell,2025-03-10,Villa,Villa,Residential,Existing,Al Barsha South Fourth,Samana Hills,SAMANA HILLS,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,4,0,206.59,2700000.0,13069.36,2223.73476,1214.1735824644843
1-102-2024-39354,Sales,Sell - Pre registration,2024-06-03,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,Sky Residences 1,Expo City Sky Residences,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,86.21,1833000.0,21262.03,927.9644399999999,1975.291208357079
1-11-2024-12596,Sales,Sell,2024-04-04,Unit,Flat,Residential,Existing,Al Merkadh,SOBHA HARTLAND GREENS - PHASE III - 1,Sobha Hartland Greens - Phase III,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1,1,76.14,1420000.0,18649.86,819.5709599999999,1732.6138544489181
1-102-2025-128836,Sales,Sell - Pre registration,2025-12-17,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Binghatti Circle,Binghatti Circle ,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1,1,70.81,1183418.0,16712.6,762.19884,1552.6368421132731
1-102-2025-41632,Sales,Sell - Pre registration,2025-05-16,Unit,Flat,Residential,Off-Plan,Business Bay,CANAL HEIGHTS,CANAL HEIGHTS,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1,1,60.83,1391250.0,22871.12,654.7741199999999,2124.7785419497036
1-11-2025-11116,Sales,Sell,2025-03-17,Villa,Villa,Residential,Existing,Al Yelayiss 2,The St. Regis Residences - Tower 2,NOOR TOWNHOUSES,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,3,0,190.82,2500000.0,13101.35,2053.98648,1217.1453046760073
1-11-2025-8916,Sales,Sell,2025-03-03,Unit,Flat,Residential,Existing,Al Safouh Second,Palm View,Fawad Azizi Residence,Burj Al Arab,Palm Jumeirah,Marina Mall,1,1,104.87,2650000.0,25269.38,1128.82068,2347.582788791573
1-102-2024-64849,Sales,Sell - Pre registration,2024-08-26,Unit,Flat,Residential,Off-Plan,Ras Al Khor Industrial First,Sobha One - D,SOBHA ONE,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,2,1,94.49,2232491.0,23626.74,1017.0903599999999,2194.978035186569
1-102-2025-44053,Sales,Sell - Pre registration,2025-05-23,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,Peace Lagoons by Peace Homes,Peace Lagoons by Peace Homes,IMG World Adventures,Emirates Towers Metro Station,Dubai Mall,1,1,73.93,1070196.0,14475.8,795.78252,1344.834767167291
1-102-2024-83128,Sales,Sell - Pre registration,2024-10-08,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,Golf Point Tower 1,Golf Point,Al Makhtoum International Airport,Emirates Towers Metro Station,City Centre Mirdif,1,1,62.68,1112888.0,17755.07,674.68752,1649.4865652769154
1-102-2025-89474,Sales,Sell - Pre registration,2025-09-19,Unit,Flat,Residential,Off-Plan,Al Barsha South Second,Sky Hills Astra Tower B,Skyhills Astra,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1,1,94.12,1518000.0,16128.35,1013.10768,1498.3599768980134
1-102-2024-48675,Sales,Sell - Pre registration,2024-07-10,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 3,Samana Barari Views 2,Samana Barari Views 2,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,39.3,651477.0,16577.02,423.0251999999999,1540.0430045302269
1-11-2024-7855,Sales,Sell,2024-03-04,Unit,Flat,Residential,Existing,Wadi Al Safa 2,Mazaya 15,QPOINT LIWAN-PLOT R055,IMG World Adventures,Emirates Towers Metro Station,Dubai Mall,1,1,66.68,495000.0,7423.52,717.74352,689.6613988239142
1-102-2025-59081,Sales,Sell - Pre registration,2025-07-07,Unit,Flat,Residential,Off-Plan,Business Bay,Binghatti Skyrise - TOWER A,Binghatti Skyrise,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,43.16,1050000.0,24328.09,464.5742399999999,2260.1339239127856
1-11-2025-38810,Sales,Sell,2025-09-18,Unit,Flat,Residential,Existing,Hadaeq Sheikh Mohammed Bin Rashid,Collective Tower 1,Collective,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2,1,67.34,1695000.0,25170.78,724.84776,2338.4220708635426
1-11-2025-37953,Sales,Sell,2025-09-11,Unit,Flat,Residential,Existing,Al Barsha South Fourth,Binghatti Amber,Binghatti Amber,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,64.33,990000.0,15389.4,692.4481199999999,1429.7099976240822
1-102-2024-82681,Sales,Sell - Pre registration,2024-10-08,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,AZIZI VENICE 7 - Building C,AZIZI VENICE 7,Dubai Cycling Course,Emirates Towers Metro Station,Dubai Mall,Studio,1,32.68,749810.0,22944.0,351.76752,2131.549837233409
1-11-2025-22950,Sales,Sell,2025-06-02,Unit,Flat,Residential,Existing,Business Bay,AMNA TOWER,AL HABTOOR CITY,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2,1,140.4,2700000.0,19230.77,1511.2656,1786.5820541405826
1-102-2025-34872,Sales,Sell - Pre registration,2025-04-25,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,Weybridge Gardens 3,Weybridge Gardens 3,IMG World Adventures,Business Bay Metro Station,Dubai Mall,Studio,1,45.35,627219.0,13830.64,488.1474,1284.8967340602449
1-102-2024-59155,Sales,Sell - Pre registration,2024-08-08,Unit,Flat,Residential,Off-Plan,Al Merkadh,Naya 3,Naya at District One,IMG World Adventures,Business Bay Metro Station,Dubai Mall,1,1,73.7,1771800.0,24040.71,793.3068,2233.4360426508383
1-102-2024-100532,Sales,Sell - Pre registration,2024-11-28,Unit,Flat,Residential,Off-Plan,Business Bay,AYKON CITY 3 - TOWER D,AYKON CITY 3,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1,1,82.41,2942280.0,35702.95,887.0612399999999,3316.884863552375
1-102-2025-128517,Sales,Sell - Pre registration,2025-12-16,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Elitz By Danube - 1,Elitz By Danube ,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,58.03,732260.0,12618.65,624.63492,1172.3007737063435
1-102-2024-109381,Sales,Sell - Pre registration,2024-12-30,Unit,Flat,Residential,Off-Plan,Al Jadaf,Binghatti Ghost,Binghatti Ghost,IMG World Adventures,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Studio,1,41.5,860000.0,20722.89,446.70599999999996,1925.2036014739003
1-102-2025-123957,Sales,Sell - Pre registration,2025-12-05,Unit,Flat,Residential,Off-Plan,Palm Deira,OCTA ISLE Interiors by MISSONI,OCTA ISLE Interiors by MISSONI,Dubai International Airport,Palm Deira Metro Stations,Dubai Mall,2,1,101.37,2416888.0,23842.24,1091.14668,2214.998262195143
1-102-2024-34447,Sales,Sell - Pre registration,2024-05-22,Unit,Flat,Residential,Off-Plan,Ras Al Khor Industrial First,Sobha One - E,SOBHA ONE,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,2,1,102.66,2436569.0,23734.36,1105.03224,2204.9754856021214
1-102-2025-3493,Sales,Sell - Pre registration,2025-01-17,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,Terra Heights Building 4,Terra Heights,Expo 2020 Site,UAE Exchange Metro Station,Ibn-e-Battuta Mall,1,1,70.3,1632888.0,23227.43,756.7091999999999,2157.8804645166206
1-11-2025-24631,Sales,Sell,2025-06-13,Unit,Flat,Residential,Existing,Marsa Dubai,MARINA DIAMOND 6 (A),MARINA 101,Burj Al Arab,Dubai Marina,Marina Mall,1,1,71.44,730000.0,10218.37,768.98016,949.3092773680924
1-102-2025-61871,Sales,Sell - Pre registration,2025-07-14,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,MAISON ELYSEE III BY PANTHEON,MAISON ELYSEE III BY PANTHEON,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2,1,66.64,1246353.0,18702.78,717.31296,1737.5302963994964
1-102-2025-82670,Sales,Sell - Pre registration,2025-09-01,Unit,Flat,Residential,Off-Plan,Business Bay,Binghatti Skyrise - TOWER B,Binghatti Skyrise,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1,1,78.88,2612499.0,33119.92,849.06432,3076.915303660387
1-102-2024-107931,Sales,Sell - Pre registration,2024-12-24,Unit,Flat,Residential,Off-Plan,Bukadra,Skyscape Avenue,SKYSCAPE,Downtown Dubai,Creek Metro Station,Dubai Mall,2,1,87.1,2254760.0,25887.03,937.5443999999999,2404.963434265087
1-11-2025-29913,Sales,Sell,2025-07-15,Unit,Flat,Residential,Existing,Al Hebiah Third,Golf Promenade 2 - B,DAMAC HILLS - GOLF PROMENADE,Motor City,Business Bay Metro Station,Dubai Mall,1,1,70.16,950000.0,13540.48,755.20224,1257.9411840727591
1-102-2025-55161,Sales,Sell - Pre registration,2025-07-01,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 4,CAPRIA 10,CAPRIA WEST,IMG World Adventures,Business Bay Metro Station,Dubai Mall,1,1,77.44,1683000.0,21732.95,833.5641599999999,2019.040741866829
1-11-2025-5030,Sales,Sell,2025-02-06,Unit,Flat,Residential,Existing,Burj Khalifa,RP HEIGHTS,RP HEIGHTS,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2,1,166.63,3585000.0,21514.73,1793.60532,1998.7674880446943
1-102-2025-30573,Sales,Sell - Pre registration,2025-04-14,Unit,Flat,Residential,Off-Plan,Business Bay,Al Habtoor Tower,Al Habtoor Tower,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1,1,108.73,2840465.0,26124.02,1170.36972,2426.9809372716854
1-11-2025-3456,Sales,Sell,2025-01-28,Unit,Flat,Residential,Existing,Marsa Dubai,ROYAL OCEANIC-1,ROYAL OCEANIC TOWER,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,Studio,1,61.16,850000.0,13897.97,658.3262399999999,1291.1531522729524
1-11-2024-21329,Sales,Sell,2024-06-11,Unit,Flat,Residential,Existing,Al Barsha South Fifth,EDMONTON ELM,EDMONTON ELM,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,61.14,580000.0,9486.42,658.11096,881.3103492456652
1-11-2025-9810,Sales,Sell,2025-03-07,Unit,Flat,Residential,Existing,Al Jadaf,D1,D1,Dubai International Airport,Al Jadaf Metro Station,City Centre Mirdif,5,1,131.05,2400000.0,18313.62,1410.6222,1701.3768817759992
1-102-2025-94913,Sales,Sell - Pre registration,2025-09-29,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,HILLMONT RESIDENCES BY ELLINGTON,HILLMONT RESIDENCES BY ELLINGTON,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1,1,79.25,1384828.0,17474.17,853.0469999999999,1623.3900359534705
1-11-2025-496,Sales,Sell,2025-01-07,Unit,Flat,Residential,Existing,Al Barsha South Fourth,Binghatti Heights,Binghatti Heights,Dubai Parks and Resorts,Emirates Towers Metro Station,Dubai Mall,1,1,59.15,960000.0,16229.92,636.6905999999999,1507.796722615349
1-102-2026-376,Sales,Sell - Pre registration,2026-01-05,Unit,Flat,Residential,Off-Plan,Me'Aisem First,IVY AT PARK FIVE,IVY AT PARK FIVE,Sports City Swimming Academy,Damac Properties,Marina Mall,1,1,74.5,1197977.0,16080.23,801.918,1493.8896495651675
1-102-2024-59163,Sales,Sell - Pre registration,2024-08-08,Unit,Flat,Residential,Off-Plan,Al Wasl,Verve City Walk Tower A,Verve City Walk,IMG World Adventures,Business Bay Metro Station,Dubai Mall,2,1,110.42,3428000.0,31045.1,1188.56088,2884.1602123064995
1-102-2025-36911,Sales,Sell - Pre registration,2025-05-02,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,Beachfront Gates 2,Beachfront Gates 2,IMG World Adventures,Emirates Towers Metro Station,Dubai Mall,3,1,180.58,2587343.0,14327.96,1943.76312,1331.0999541960648
1-11-2025-53922,Sales,Sell,2025-12-24,Unit,Flat,Residential,Existing,Al Merkadh,Sobha Hartland - The Crest Tower B,Sobha Hartland - The Crest,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,47.22,1200000.0,25412.96,508.27608,2360.9216471489276
1-102-2025-65592,Sales,Sell - Pre registration,2025-07-22,Unit,Flat,Residential,Off-Plan,Dubai Investment Park Second,DAMAC Riverside Views - Marine 1 -A,DAMAC RIVERSIDE VIEWS - MARINE 1 ,Sports City Swimming Academy,Damac Properties,Marina Mall,1,1,73.72,1277000.0,17322.3,793.52208,1609.2809919038423
1-102-2024-78560,Sales,Sell - Pre registration,2024-09-30,Unit,Flat,Residential,Off-Plan,Al Jadaf,CREEK VIEWS,CREEK VIEWS,Dubai International Airport,Al Jadaf Metro Station,Dubai Mall,2,1,121.89,2066500.0,16953.81,1312.02396,1575.047455688233
1-11-2025-3506,Sales,Sell,2025-01-28,Unit,Flat,Residential,Existing,Al Thanyah Third,AL Dhafrah-3,TANARO,Burj Al Arab,Dubai Internet City,Marina Mall,1,1,96.83,1365000.0,14096.87,1042.27812,1309.631252740871
1-11-2025-1306,Sales,Sell,2025-01-14,Unit,Flat,Residential,Existing,Wadi Al Safa 5,Etlala 2,Beach Walk Residences 2,IMG World Adventures,Emirates Towers Metro Station,City Centre Mirdif,2,1,112.8,1075000.0,9530.14,1214.1791999999998,885.3717803764058
1-102-2024-41585,Sales,Sell - Pre registration,2024-06-13,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Ozone 1  Residence,Ozone 1 Residence,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,71.81,366272.0,5100.58,772.96284,473.8546034114654
1-11-2025-17181,Sales,Sell,2025-04-30,Unit,Flat,Residential,Existing,Business Bay,FALCON TOWER,Aura,Al Makhtoum International Airport,Business Bay Metro Station,Dubai Mall,2,1,175.37,2586633.0,14749.58,1887.68268,1370.2689691468697
1-102-2024-33554,Sales,Sell - Pre registration,2024-05-20,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 3,Samana Barari Views,Samana Barari Views,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,2,1,129.61,1701000.0,13123.99,1395.12204,1219.2481741597317
1-102-2025-74086,Sales,Sell - Pre registration,2025-08-13,Unit,Flat,Residential,Off-Plan,Jabal Ali First,The Eden at Sobha Central,Sobha Central Phase I,Sports City Swimming Academy,Harbour Tower,Marina Mall,1,1,54.65,1717690.0,31430.74,588.2525999999999,2919.9870939796956
1-102-2024-19185,Sales,Sell - Pre registration,2024-03-27,Unit,Flat,Residential,Off-Plan,Bukadra,330 Riverside Crescent,330 Riverside Crescent,Global Village,Business Bay Metro Station,Dubai Mall,1,1,46.02,1191317.0,25886.94,495.35928,2404.9554497091485
1-11-2025-44568,Sales,Sell,2025-10-24,Unit,Flat,Residential,Existing,Business Bay,PARAMOUNT TOWER HOTEL & RESIDENCES,PARAMOUNT TOWER HOTEL & RESIDENCES,Burj Khalifa,Business Bay Metro Station,Dubai Mall,2,1,125.95,2385000.0,18936.09,1355.7258,1759.2052906273525
1-102-2025-132250,Sales,Sell - Pre registration,2025-12-24,Unit,Flat,Residential,Off-Plan,Palm Deira,ELLINGTON SANDS II - TOWER A,ELLINGTON SANDS II,Expo 2020 Site,Business Bay Metro Station,Dubai Mall,2,1,139.12,4137828.0,29742.87,1497.48768,2763.179994909875
1-102-2025-88206,Sales,Sell - Pre registration,2025-09-15,Unit,Flat,Residential,Off-Plan,Al Barsha South Fifth,GUZEL TOWERS,GUZEL TOWERS,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,Studio,1,32.55,614291.0,18872.23,350.36819999999994,1753.2726999767676
1-102-2024-87609,Sales,Sell - Pre registration,2024-10-18,Unit,Flat,Residential,Off-Plan,Madinat Dubai Almelaheyah,THE PIER,The Pier,Burj Khalifa,Al Ghubaiba Metro Station,Dubai Mall,1,1,66.05,1464648.0,22174.84,710.9621999999999,2060.0926462757093
1-102-2026-3793,Sales,Sell - Pre registration,2026-01-13,Unit,Flat,Residential,Off-Plan,Bukadra,Ayaan Heights 1,Ayaan Heights I,Downtown Dubai,Creek Metro Station,Dubai Mall,1,1,74.55,1770282.0,23746.24,802.4562,2206.0792850749986
1-11-2025-27286,Sales,Sell,2025-07-22,Unit,Flat,Residential,Existing,Al Barsha South Fourth,AKA Residence,THE SQUARE ,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,65.99,426192.0,6458.43,710.3163599999999,600.0030746863272
1-102-2024-42616,Sales,Sell - Pre registration,2024-06-12,Unit,Flat,Residential,Off-Plan,Jumeirah First,Le Ciel ? Building 3,PORT DE LA MER - LE SOLEIL ,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1,1,75.6,2380000.0,31481.48,813.7583999999999,2924.700992333843
1-11-2025-2024,Sales,Sell,2025-01-17,Unit,Flat,Residential,Existing,Al Hebiah Fourth,Hub Canal 1,HUB CANAL 1 TOWER,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1,1,82.16,670000.0,8154.82,884.3702399999999,757.6012508064497
1-102-2025-26161,Sales,Sell - Pre registration,2025-03-31,Unit,Flat,Residential,Off-Plan,Business Bay,Binghatti Skyrise - TOWER B,Binghatti Skyrise,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,41.75,1045000.0,25029.94,449.397,2325.338175377228
1-102-2024-27643,Sales,Sell - Pre registration,2024-05-01,Unit,Flat,Residential,Off-Plan,Ras Al Khor Industrial First,Sobha One - A,SOBHA ONE,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,2,1,112.6,2599761.0,23088.46,1212.0264,2144.970604600692
